loan_id,customer_id,product_type,plafond,tenor_months,interest_rate,disbursed_at,status,dpd,is_default,outstanding,updated_at
LOAN0001269,CUST000989,Tunaiku KTA,2000000,12,35.24,2024-08-28,LUNAS,0,0,0,2025-01-07 00:00:00
LOAN0001270,CUST004608,Tunaiku KTA,100000000,6,22.43,2025-03-18,DPD30,35,1,34671079,2025-11-14 00:00:00
LOAN0001271,CUST002905,Tunaiku KTA,2000000,24,28.11,2022-12-07,LANCAR,0,0,1068959,2024-01-03 00:00:00
LOAN0001272,CUST000254,Tunaiku Mikro,10000000,6,24.62,2023-10-30,DPD60,65,1,4192191,2024-07-29 00:00:00
LOAN0001273,CUST001130,Tunaiku KTA,25000000,3,19.68,2025-07-30,LANCAR,0,0,24998666,2026-06-30 00:00:00
LOAN0001274,CUST002899,Tunaiku Mikro,5000000,24,14.89,2022-01-17,LUNAS,0,0,0,2022-05-27 00:00:00
LOAN0001275,CUST003056,Tunaiku Mikro,10000000,12,35.25,2025-05-09,LANCAR,0,0,3448778,2025-08-18 00:00:00
LOAN0001276,CUST002318,Tunaiku Mikro,100000000,3,22.86,2025-02-03,LANCAR,0,0,31348409,2025-04-21 00:00:00
LOAN0001277,CUST002637,SMB Invoice Financing,25000000,12,33.11,2022-08-04,LUNAS,0,0,0,2023-03-13 00:00:00
LOAN0001278,CUST002772,Tunaiku Mikro,25000000,36,19.02,2026-02-27,LANCAR,0,0,14620596,2027-03-02 00:00:00
LOAN0001279,CUST001866,Tunaiku Mikro,2000000,24,17.95,2024-12-18,LANCAR,0,0,1660085,2025-12-12 00:00:00
LOAN0001280,CUST004742,SMB Invoice Financing,2000000,36,15.6,2023-12-06,LUNAS,0,0,0,2025-01-09 00:00:00
LOAN0001281,CUST000789,Tunaiku KTA,5000000,12,17.94,2022-06-25,LANCAR,0,0,1112412,2023-07-12 00:00:00
LOAN0001282,CUST001347,Tunaiku Mikro,2000000,36,20.49,2024-03-22,LANCAR,0,0,1354443,2024-11-03 00:00:00
LOAN0001283,CUST002636,Tunaiku Mikro,5000000,12,28.79,2025-03-19,LUNAS,0,0,0,2026-02-01 00:00:00
LOAN0001284,CUST002529,Tunaiku Mikro,50000000,36,30.91,2026-03-04,LANCAR,0,0,16785707,2026-09-27 00:00:00
LOAN0001285,CUST004221,Tunaiku KTA,10000000,12,15.66,2024-09-16,LANCAR,0,0,8117335,2025-10-16 00:00:00
LOAN0001286,CUST004314,Tunaiku KTA,25000000,3,27.67,2023-01-02,LANCAR,0,0,7263426,2023-08-14 00:00:00
LOAN0001287,CUST004738,Tunaiku Mikro,25000000,6,35.97,2025-08-15,DPD30,35,1,9398828,2026-09-08 00:00:00
LOAN0001288,CUST001990,Tunaiku KTA,50000000,12,19.88,2025-04-23,LANCAR,0,0,23627034,2025-06-19 00:00:00
LOAN0001289,CUST004932,Tunaiku Mikro,2000000,6,22.83,2024-09-25,LANCAR,0,0,1586431,2024-09-30 00:00:00
LOAN0001290,CUST004738,Tunaiku Mikro,5000000,18,15.31,2024-01-05,DPD30,35,1,4029028,2024-02-16 00:00:00
LOAN0001291,CUST003279,Tunaiku KTA,5000000,24,28.72,2023-02-16,LANCAR,0,0,945604,2023-06-03 00:00:00
LOAN0001292,CUST003256,SMB Invoice Financing,2000000,24,17.72,2023-10-05,LUNAS,0,0,0,2024-06-08 00:00:00
LOAN0001293,CUST001349,Tunaiku Mikro,5000000,12,24.1,2024-04-18,LANCAR,0,0,758574,2024-10-27 00:00:00
LOAN0001294,CUST004226,Tunaiku Mikro,10000000,12,15.48,2023-10-16,LUNAS,0,0,0,2024-03-17 00:00:00
LOAN0001295,CUST003309,Tunaiku KTA,2000000,12,16.52,2022-05-06,LUNAS,0,0,0,2023-02-03 00:00:00
LOAN0001296,CUST002358,SMB Invoice Financing,25000000,12,34.62,2024-02-13,LANCAR,0,0,10095544,2024-07-07 00:00:00
LOAN0001297,CUST004448,Tunaiku Mikro,25000000,6,34.12,2022-05-04,LUNAS,0,0,0,2023-01-12 00:00:00
LOAN0001298,CUST004072,SMB Modal Usaha,10000000,18,13.06,2022-08-21,LANCAR,0,0,6456281,2022-09-22 00:00:00
LOAN0001299,CUST003435,Tunaiku Mikro,5000000,24,12.61,2023-07-04,LANCAR,0,0,3808812,2023-09-25 00:00:00
LOAN0001300,CUST000543,Tunaiku KTA,2000000,24,24.35,2022-02-23,WRITE_OFF,120,1,1418710,2022-02-23 00:00:00
LOAN0001301,CUST003856,SMB Modal Usaha,50000000,36,16.01,2025-07-15,LUNAS,0,0,0,2026-03-14 00:00:00
LOAN0001302,CUST002330,Tunaiku Mikro,10000000,3,17.9,2023-09-20,LANCAR,0,0,6883920,2024-09-11 00:00:00
LOAN0001303,CUST000592,Tunaiku KTA,2000000,3,23.73,2025-06-20,LUNAS,0,0,0,2025-09-29 00:00:00
LOAN0001304,CUST002532,Tunaiku Mikro,5000000,3,15.52,2024-11-15,LANCAR,0,0,4427095,2025-04-15 00:00:00
LOAN0001305,CUST003716,Tunaiku KTA,10000000,24,27.78,2024-06-01,LANCAR,0,0,7073974,2025-03-12 00:00:00
LOAN0001306,CUST002185,SMB Modal Usaha,2000000,6,16.4,2025-11-18,LANCAR,0,0,977811,2026-08-11 00:00:00
LOAN0001307,CUST000763,Tunaiku KTA,2000000,36,34.34,2025-10-28,LANCAR,0,0,808347,2026-11-28 00:00:00
LOAN0001308,CUST002418,Tunaiku KTA,25000000,12,18.35,2026-04-20,LANCAR,0,0,4104998,2026-07-23 00:00:00
LOAN0001309,CUST001889,SMB Invoice Financing,5000000,3,14.6,2024-06-19,LANCAR,0,0,750056,2024-07-09 00:00:00
LOAN0001310,CUST000198,Tunaiku KTA,50000000,6,15.86,2022-05-18,LUNAS,0,0,0,2023-01-02 00:00:00
LOAN0001311,CUST001903,Tunaiku KTA,25000000,24,26.15,2022-09-21,LUNAS,0,0,0,2023-01-02 00:00:00
LOAN0001312,CUST004915,Tunaiku KTA,5000000,6,18.02,2025-10-23,LANCAR,0,0,1614605,2026-10-28 00:00:00
LOAN0001313,CUST002998,Tunaiku Mikro,5000000,3,17.4,2024-07-13,LANCAR,0,0,2908492,2024-07-21 00:00:00
LOAN0001314,CUST003790,SMB Modal Usaha,2000000,3,19.96,2025-09-17,LANCAR,0,0,1555592,2025-11-23 00:00:00
LOAN0001315,CUST000096,Tunaiku KTA,10000000,36,18.63,2025-02-23,LANCAR,0,0,6564489,2025-12-13 00:00:00
LOAN0001316,CUST002290,Tunaiku Mikro,10000000,3,33.43,2024-11-05,LANCAR,0,0,5866211,2025-01-26 00:00:00
LOAN0001317,CUST000874,Tunaiku Mikro,100000000,6,20.15,2022-05-09,LUNAS,0,0,0,2022-09-30 00:00:00
LOAN0001318,CUST003760,SMB Modal Usaha,5000000,6,29.68,2023-06-29,LANCAR,0,0,1603191,2024-04-16 00:00:00
LOAN0001319,CUST002687,SMB Modal Usaha,25000000,6,19.84,2024-01-02,LANCAR,0,0,7240547,2024-06-02 00:00:00
LOAN0001320,CUST004054,Tunaiku Mikro,5000000,6,34.69,2022-01-20,LANCAR,0,0,671107,2023-01-26 00:00:00
LOAN0001321,CUST003334,Tunaiku KTA,5000000,24,26.9,2022-07-13,LUNAS,0,0,0,2022-12-20 00:00:00
LOAN0001322,CUST004410,Tunaiku KTA,5000000,3,25.08,2023-03-31,LANCAR,0,0,2655924,2023-05-25 00:00:00
LOAN0001323,CUST000721,SMB Modal Usaha,10000000,12,31.97,2024-10-02,LANCAR,0,0,7439679,2025-03-12 00:00:00
LOAN0001324,CUST003009,SMB Modal Usaha,10000000,6,19.69,2023-09-03,DPD30,35,1,9753022,2024-03-01 00:00:00
LOAN0001325,CUST002343,Tunaiku KTA,25000000,24,18.28,2022-10-31,LANCAR,0,0,20841031,2023-03-07 00:00:00
LOAN0001326,CUST001552,Tunaiku Mikro,25000000,18,15.59,2024-12-29,LANCAR,0,0,7950659,2025-08-02 00:00:00
LOAN0001327,CUST003730,SMB Invoice Financing,25000000,6,34.13,2023-02-10,LANCAR,0,0,22441806,2023-04-11 00:00:00
LOAN0001328,CUST000741,Tunaiku Mikro,10000000,6,14.69,2024-02-04,LANCAR,0,0,4675464,2024-12-09 00:00:00
LOAN0001329,CUST000522,Tunaiku KTA,50000000,3,12.11,2025-03-27,LUNAS,0,0,0,2026-03-23 00:00:00
LOAN0001330,CUST004654,Tunaiku KTA,10000000,12,32.91,2026-04-20,LANCAR,0,0,9019435,2026-12-29 00:00:00
LOAN0001331,CUST004729,Tunaiku Mikro,25000000,12,26.17,2022-05-07,LANCAR,0,0,13042511,2022-08-15 00:00:00
LOAN0001332,CUST000341,Tunaiku Mikro,50000000,6,31.26,2025-09-05,LUNAS,0,0,0,2026-04-14 00:00:00
LOAN0001333,CUST003567,Tunaiku KTA,10000000,18,22.59,2023-10-23,DPD30,35,1,7848031,2023-11-06 00:00:00
LOAN0001334,CUST002138,SMB Invoice Financing,5000000,6,14.67,2026-03-10,DPD30,35,1,3356638,2026-07-16 00:00:00
LOAN0001335,CUST003862,Tunaiku Mikro,100000000,6,20.8,2025-11-15,LANCAR,0,0,18038639,2026-08-27 00:00:00
LOAN0001336,CUST001607,Tunaiku KTA,10000000,3,13.87,2022-04-18,LANCAR,0,0,6615716,2023-01-19 00:00:00
LOAN0001337,CUST002066,Tunaiku Mikro,2000000,12,35.32,2022-05-07,LANCAR,0,0,425799,2022-10-20 00:00:00
LOAN0001338,CUST000624,Tunaiku Mikro,5000000,18,33.62,2022-06-29,LANCAR,0,0,3004246,2022-08-28 00:00:00
LOAN0001339,CUST000489,Tunaiku KTA,50000000,6,30.24,2022-05-22,LUNAS,0,0,0,2023-02-16 00:00:00
LOAN0001340,CUST001280,Tunaiku Mikro,10000000,6,19.05,2022-04-29,LANCAR,0,0,2168655,2022-11-22 00:00:00
LOAN0001341,CUST002263,Tunaiku Mikro,5000000,36,32.36,2023-05-27,LANCAR,0,0,1561766,2024-03-13 00:00:00
LOAN0001342,CUST003367,SMB Modal Usaha,25000000,24,35.49,2023-08-22,LANCAR,0,0,18327242,2023-08-28 00:00:00
LOAN0001343,CUST003682,Tunaiku Mikro,5000000,3,13.77,2025-01-25,LUNAS,0,0,0,2025-04-25 00:00:00
LOAN0001344,CUST000889,Tunaiku Mikro,10000000,24,23.53,2023-03-26,DPD60,65,1,2522314,2023-05-28 00:00:00
LOAN0001345,CUST004388,Tunaiku Mikro,2000000,36,14.98,2022-01-04,LANCAR,0,0,1863547,2023-01-19 00:00:00
LOAN0001346,CUST003634,Tunaiku KTA,10000000,6,19.98,2022-05-08,LANCAR,0,0,8979276,2022-08-05 00:00:00
LOAN0001347,CUST000027,Tunaiku Mikro,5000000,12,27.33,2025-02-04,LANCAR,0,0,1284006,2025-08-21 00:00:00
LOAN0001348,CUST002330,Tunaiku Mikro,10000000,36,27.38,2025-01-30,LUNAS,0,0,0,2025-04-16 00:00:00
LOAN0001349,CUST003727,Tunaiku Mikro,5000000,6,17.55,2022-04-26,LANCAR,0,0,3639955,2023-05-22 00:00:00
LOAN0001350,CUST001507,Tunaiku KTA,25000000,12,30.64,2026-02-21,LANCAR,0,0,12190357,2026-06-19 00:00:00
LOAN0001351,CUST002963,Tunaiku Mikro,5000000,24,27.62,2026-01-27,LANCAR,0,0,812344,2026-09-01 00:00:00
LOAN0001352,CUST003647,SMB Modal Usaha,2000000,6,35.91,2022-08-09,LANCAR,0,0,710125,2023-06-24 00:00:00
LOAN0001353,CUST000152,SMB Invoice Financing,2000000,36,24.69,2023-04-11,LUNAS,0,0,0,2023-11-23 00:00:00
LOAN0001354,CUST004851,Tunaiku Mikro,5000000,36,23.55,2024-08-02,LANCAR,0,0,1247964,2025-06-02 00:00:00
LOAN0001355,CUST002503,Tunaiku Mikro,10000000,12,33.29,2025-07-15,LANCAR,0,0,7461376,2025-12-07 00:00:00
LOAN0001356,CUST004392,Tunaiku KTA,10000000,18,29.07,2023-04-18,DPD60,65,1,5519693,2023-07-12 00:00:00
LOAN0001357,CUST001297,Tunaiku Mikro,2000000,12,34.88,2023-07-19,LANCAR,0,0,754768,2024-01-26 00:00:00
LOAN0001358,CUST001412,Tunaiku Mikro,2000000,3,16.84,2022-02-06,LUNAS,0,0,0,2022-02-16 00:00:00
LOAN0001359,CUST002261,Tunaiku Mikro,5000000,24,35.47,2025-06-18,LANCAR,0,0,821821,2026-02-13 00:00:00
LOAN0001360,CUST001401,Tunaiku Mikro,100000000,6,23.85,2022-12-13,LANCAR,0,0,19032576,2023-02-13 00:00:00
LOAN0001361,CUST001288,SMB Invoice Financing,2000000,3,24.04,2025-07-04,LUNAS,0,0,0,2026-04-05 00:00:00
LOAN0001362,CUST003090,Tunaiku KTA,50000000,6,27.52,2026-02-07,LANCAR,0,0,21402857,2026-04-23 00:00:00
LOAN0001363,CUST000202,Tunaiku Mikro,2000000,12,14.45,2022-02-04,LANCAR,0,0,1661153,2022-11-05 00:00:00
LOAN0001364,CUST000108,SMB Invoice Financing,2000000,36,12.51,2023-01-21,LUNAS,0,0,0,2024-01-20 00:00:00
LOAN0001365,CUST003537,Tunaiku KTA,5000000,24,17.94,2023-10-30,DPD30,35,1,1187421,2024-01-31 00:00:00
LOAN0001366,CUST004211,Tunaiku KTA,10000000,12,18.45,2024-06-03,LANCAR,0,0,4886221,2025-06-14 00:00:00
LOAN0001367,CUST001017,Tunaiku KTA,5000000,3,25.77,2023-02-17,LANCAR,0,0,3098836,2024-03-23 00:00:00
LOAN0001368,CUST002948,Tunaiku KTA,10000000,6,30.13,2024-07-17,LANCAR,0,0,7845618,2024-11-24 00:00:00
LOAN0001369,CUST004314,Tunaiku Mikro,5000000,6,17.28,2025-05-07,LANCAR,0,0,3748078,2026-01-12 00:00:00
LOAN0001370,CUST003355,Tunaiku Mikro,10000000,6,21.89,2024-08-19,DPD60,65,1,6874585,2025-06-05 00:00:00
LOAN0001371,CUST002004,Tunaiku KTA,25000000,3,21.65,2025-02-03,LANCAR,0,0,21849257,2025-11-12 00:00:00
LOAN0001372,CUST001416,SMB Invoice Financing,10000000,24,15.86,2024-12-02,LUNAS,0,0,0,2025-10-27 00:00:00
LOAN0001373,CUST004651,Tunaiku Mikro,10000000,18,12.14,2025-12-17,LANCAR,0,0,9631460,2026-03-27 00:00:00
LOAN0001374,CUST002379,Tunaiku KTA,2000000,3,23.51,2022-11-16,LUNAS,0,0,0,2023-05-27 00:00:00
LOAN0001375,CUST003137,Tunaiku Mikro,25000000,6,26.44,2024-10-01,LANCAR,0,0,8261741,2025-09-04 00:00:00
LOAN0001376,CUST001466,Tunaiku KTA,2000000,6,30.64,2025-08-14,LUNAS,0,0,0,2025-12-31 00:00:00
LOAN0001377,CUST000263,Tunaiku KTA,5000000,18,17.07,2022-09-18,LUNAS,0,0,0,2023-04-15 00:00:00
LOAN0001378,CUST004652,Tunaiku KTA,5000000,12,16.32,2022-12-02,LANCAR,0,0,970490,2023-11-05 00:00:00
LOAN0001379,CUST000433,Tunaiku Mikro,5000000,3,24.81,2026-04-21,LANCAR,0,0,1352337,2026-11-29 00:00:00
LOAN0001380,CUST002523,Tunaiku Mikro,5000000,12,33.23,2023-09-12,LANCAR,0,0,887666,2023-10-23 00:00:00
LOAN0001381,CUST000023,Tunaiku Mikro,2000000,36,26.17,2023-07-01,LANCAR,0,0,1140692,2023-07-30 00:00:00
LOAN0001382,CUST003251,Tunaiku KTA,2000000,36,35.31,2022-08-25,LANCAR,0,0,739405,2022-09-06 00:00:00
LOAN0001383,CUST002033,Tunaiku KTA,5000000,3,24.43,2025-02-19,LANCAR,0,0,3553935,2025-11-06 00:00:00
LOAN0001384,CUST004411,SMB Modal Usaha,2000000,18,21.16,2023-02-07,LANCAR,0,0,1475310,2023-03-10 00:00:00
LOAN0001385,CUST001533,Tunaiku Mikro,2000000,6,28.37,2025-08-21,LUNAS,0,0,0,2026-04-02 00:00:00
LOAN0001386,CUST000347,SMB Modal Usaha,2000000,12,17.14,2023-09-22,LUNAS,0,0,0,2024-10-17 00:00:00
LOAN0001387,CUST001217,Tunaiku Mikro,5000000,6,27.45,2025-07-07,LANCAR,0,0,3057403,2025-10-13 00:00:00
LOAN0001388,CUST002464,Tunaiku KTA,10000000,12,34.77,2022-09-29,LANCAR,0,0,6310996,2023-10-26 00:00:00
LOAN0001389,CUST000318,SMB Modal Usaha,10000000,6,17.0,2025-11-07,LANCAR,0,0,1477865,2026-01-18 00:00:00
LOAN0001390,CUST001765,Tunaiku KTA,2000000,3,22.19,2023-07-28,LANCAR,0,0,1781309,2024-08-06 00:00:00
LOAN0001391,CUST002857,SMB Invoice Financing,10000000,3,21.9,2022-12-06,LANCAR,0,0,3374932,2023-03-08 00:00:00
LOAN0001392,CUST004989,Tunaiku Mikro,5000000,3,20.49,2023-04-09,LANCAR,0,0,3105440,2023-11-13 00:00:00
LOAN0001393,CUST001860,Tunaiku KTA,25000000,6,27.5,2023-01-15,LUNAS,0,0,0,2023-03-29 00:00:00
LOAN0001394,CUST004610,Tunaiku KTA,5000000,6,26.5,2022-05-26,LANCAR,0,0,2065733,2022-06-24 00:00:00
LOAN0001395,CUST003956,Tunaiku Mikro,5000000,3,17.29,2022-04-09,LUNAS,0,0,0,2022-09-26 00:00:00
LOAN0001396,CUST000547,Tunaiku Mikro,10000000,3,21.17,2026-02-05,LANCAR,0,0,7532085,2026-06-21 00:00:00
LOAN0001397,CUST004013,Tunaiku Mikro,5000000,12,31.24,2025-02-28,LANCAR,0,0,2109178,2025-12-27 00:00:00
LOAN0001398,CUST000848,Tunaiku Mikro,5000000,6,16.79,2022-05-13,DPD30,35,1,2728937,2022-11-22 00:00:00
LOAN0001399,CUST003711,Tunaiku Mikro,2000000,6,34.52,2022-09-19,LANCAR,0,0,1019281,2023-06-13 00:00:00
LOAN0001400,CUST003977,Tunaiku Mikro,2000000,12,13.59,2025-03-07,LUNAS,0,0,0,2025-09-11 00:00:00
LOAN0001401,CUST004140,SMB Modal Usaha,2000000,3,18.97,2022-10-21,LANCAR,0,0,236699,2023-07-11 00:00:00
LOAN0001402,CUST002419,Tunaiku Mikro,50000000,3,18.01,2024-04-28,LUNAS,0,0,0,2024-05-29 00:00:00
LOAN0001403,CUST001340,Tunaiku KTA,10000000,36,14.62,2024-04-28,LANCAR,0,0,8321149,2025-04-19 00:00:00
LOAN0001404,CUST001865,Tunaiku Mikro,2000000,6,18.58,2025-11-15,LUNAS,0,0,0,2026-01-05 00:00:00
LOAN0001405,CUST002905,Tunaiku Mikro,10000000,12,19.93,2024-08-16,LANCAR,0,0,6476494,2024-10-25 00:00:00
LOAN0001406,CUST003606,Tunaiku KTA,2000000,3,26.86,2022-12-11,DPD30,35,1,1355974,2024-01-06 00:00:00
LOAN0001407,CUST003858,Tunaiku Mikro,50000000,12,31.46,2025-10-10,DPD30,35,1,35156724,2026-10-22 00:00:00
LOAN0001408,CUST000027,Tunaiku Mikro,5000000,6,20.39,2022-09-22,LUNAS,0,0,0,2023-04-13 00:00:00
LOAN0001409,CUST000519,Tunaiku Mikro,10000000,12,35.91,2023-01-20,DPD30,35,1,5813922,2023-08-08 00:00:00
LOAN0001410,CUST000888,SMB Invoice Financing,2000000,6,15.11,2024-07-15,LANCAR,0,0,883281,2025-05-28 00:00:00
LOAN0001411,CUST000999,Tunaiku Mikro,10000000,3,29.74,2023-08-06,LANCAR,0,0,6738241,2024-08-21 00:00:00
LOAN0001412,CUST003077,Tunaiku Mikro,5000000,3,12.47,2023-12-29,LANCAR,0,0,802138,2024-09-18 00:00:00
LOAN0001413,CUST001553,Tunaiku KTA,25000000,6,28.35,2023-11-03,LANCAR,0,0,16445102,2024-03-14 00:00:00
LOAN0001414,CUST003012,Tunaiku KTA,5000000,6,12.84,2024-08-17,LUNAS,0,0,0,2025-04-22 00:00:00
LOAN0001415,CUST004104,Tunaiku KTA,5000000,3,27.79,2025-02-25,LANCAR,0,0,1383671,2026-01-24 00:00:00
LOAN0001416,CUST004588,SMB Invoice Financing,25000000,12,12.32,2022-06-09,LANCAR,0,0,23018470,2023-05-18 00:00:00
LOAN0001417,CUST003074,SMB Invoice Financing,5000000,12,34.53,2024-09-23,DPD30,35,1,608629,2024-10-25 00:00:00
LOAN0001418,CUST002144,Tunaiku Mikro,50000000,24,20.82,2025-01-22,LANCAR,0,0,39029679,2025-08-30 00:00:00
LOAN0001419,CUST000466,Tunaiku Mikro,5000000,18,21.53,2025-07-05,LANCAR,0,0,3038229,2026-06-24 00:00:00
LOAN0001420,CUST004955,Tunaiku KTA,10000000,24,25.39,2023-04-04,LANCAR,0,0,2794655,2023-11-14 00:00:00
LOAN0001421,CUST001102,Tunaiku Mikro,5000000,12,19.31,2022-08-25,DPD60,65,1,1787658,2023-03-26 00:00:00
LOAN0001422,CUST002193,Tunaiku Mikro,25000000,36,27.88,2022-04-24,LANCAR,0,0,6146354,2023-01-01 00:00:00
LOAN0001423,CUST000854,Tunaiku KTA,2000000,24,19.69,2023-09-29,DPD30,35,1,542028,2024-09-18 00:00:00
LOAN0001424,CUST000027,Tunaiku KTA,100000000,3,33.72,2024-01-06,LANCAR,0,0,55660241,2024-10-06 00:00:00
LOAN0001425,CUST001323,Tunaiku Mikro,25000000,3,20.98,2022-08-24,LUNAS,0,0,0,2023-05-22 00:00:00
LOAN0001426,CUST000034,Tunaiku KTA,5000000,12,12.31,2024-06-30,LANCAR,0,0,767668,2024-08-31 00:00:00
LOAN0001427,CUST000593,SMB Invoice Financing,2000000,12,32.41,2023-04-11,DPD90,95,1,743872,2024-05-11 00:00:00
LOAN0001428,CUST002147,Tunaiku KTA,5000000,12,22.73,2026-01-31,LANCAR,0,0,3871583,2026-08-24 00:00:00
LOAN0001429,CUST001303,Tunaiku KTA,10000000,3,23.78,2025-02-07,LANCAR,0,0,6752872,2025-12-12 00:00:00
LOAN0001430,CUST002159,Tunaiku KTA,10000000,12,19.15,2022-09-23,LANCAR,0,0,8659052,2023-08-08 00:00:00
LOAN0001431,CUST003988,SMB Invoice Financing,50000000,3,35.77,2022-07-23,LUNAS,0,0,0,2023-08-17 00:00:00
LOAN0001432,CUST001887,SMB Invoice Financing,100000000,12,19.99,2023-03-16,LANCAR,0,0,89111713,2024-03-31 00:00:00
LOAN0001433,CUST004815,Tunaiku Mikro,10000000,18,15.15,2025-11-16,LUNAS,0,0,0,2026-10-02 00:00:00
LOAN0001434,CUST000296,Tunaiku KTA,10000000,18,18.63,2026-03-30,LUNAS,0,0,0,2026-04-15 00:00:00
LOAN0001435,CUST002067,Tunaiku KTA,50000000,18,27.22,2023-09-04,LANCAR,0,0,18225302,2023-11-22 00:00:00
LOAN0001436,CUST002404,Tunaiku Mikro,5000000,6,33.13,2022-01-13,LANCAR,0,0,4862402,2022-01-31 00:00:00
LOAN0001437,CUST002117,Tunaiku Mikro,2000000,6,15.6,2025-03-24,LANCAR,0,0,584114,2025-07-29 00:00:00
LOAN0001438,CUST000894,SMB Modal Usaha,25000000,18,12.91,2026-03-16,LANCAR,0,0,8998192,2026-04-21 00:00:00
LOAN0001439,CUST004712,Tunaiku KTA,2000000,12,15.98,2023-04-21,LUNAS,0,0,0,2024-02-07 00:00:00
LOAN0001440,CUST001003,Tunaiku Mikro,5000000,12,23.44,2025-10-28,LANCAR,0,0,3876847,2026-01-12 00:00:00
LOAN0001441,CUST000031,Tunaiku Mikro,5000000,24,25.04,2025-07-08,LANCAR,0,0,4238411,2025-08-12 00:00:00
LOAN0001442,CUST002474,Tunaiku Mikro,10000000,12,15.7,2023-06-06,DPD60,65,1,7457597,2023-08-11 00:00:00
LOAN0001443,CUST003487,Tunaiku Mikro,5000000,12,20.87,2023-10-12,LANCAR,0,0,3049123,2024-07-11 00:00:00
LOAN0001444,CUST004983,Tunaiku Mikro,100000000,12,28.85,2022-08-20,LANCAR,0,0,31879499,2022-10-13 00:00:00
LOAN0001445,CUST001864,Tunaiku KTA,5000000,6,16.07,2022-09-16,LUNAS,0,0,0,2023-08-15 00:00:00
LOAN0001446,CUST004340,Tunaiku KTA,2000000,12,22.45,2023-03-28,LANCAR,0,0,636505,2023-08-12 00:00:00
LOAN0001447,CUST001861,Tunaiku KTA,5000000,24,28.82,2024-07-11,LANCAR,0,0,2207370,2024-11-23 00:00:00
LOAN0001448,CUST000007,Tunaiku KTA,2000000,12,12.85,2024-05-29,LANCAR,0,0,1065969,2024-12-18 00:00:00
LOAN0001449,CUST004010,Tunaiku KTA,5000000,6,13.82,2022-12-19,LANCAR,0,0,1922463,2023-05-28 00:00:00
LOAN0001450,CUST002944,Tunaiku KTA,25000000,12,20.12,2023-06-26,LANCAR,0,0,12900121,2023-12-07 00:00:00
LOAN0001451,CUST003820,Tunaiku Mikro,25000000,12,32.26,2025-10-27,LANCAR,0,0,7899860,2026-04-11 00:00:00
LOAN0001452,CUST002182,Tunaiku Mikro,10000000,12,35.69,2025-06-19,LUNAS,0,0,0,2026-03-22 00:00:00
LOAN0001453,CUST000425,SMB Invoice Financing,50000000,24,14.01,2025-07-17,LUNAS,0,0,0,2026-05-10 00:00:00
LOAN0001454,CUST002596,Tunaiku Mikro,2000000,12,16.87,2023-05-13,LANCAR,0,0,1735712,2023-09-10 00:00:00
LOAN0001455,CUST003429,Tunaiku Mikro,5000000,3,31.31,2024-05-23,LANCAR,0,0,2869814,2024-08-19 00:00:00
LOAN0001456,CUST002559,Tunaiku Mikro,2000000,36,24.77,2025-09-18,LANCAR,0,0,1997060,2026-08-06 00:00:00
LOAN0001457,CUST000558,SMB Modal Usaha,2000000,6,17.95,2022-11-14,LANCAR,0,0,1931377,2022-12-29 00:00:00
LOAN0001458,CUST002717,Tunaiku Mikro,2000000,3,25.33,2023-12-19,LANCAR,0,0,1839837,2025-01-05 00:00:00
LOAN0001459,CUST001971,Tunaiku Mikro,50000000,6,32.71,2024-09-15,LANCAR,0,0,18606376,2025-01-05 00:00:00
LOAN0001460,CUST001431,Tunaiku Mikro,5000000,12,29.93,2022-10-11,LANCAR,0,0,2994265,2023-10-30 00:00:00
LOAN0001461,CUST002560,Tunaiku KTA,5000000,3,17.18,2022-10-18,LUNAS,0,0,0,2023-06-23 00:00:00
LOAN0001462,CUST002283,Tunaiku KTA,2000000,18,29.1,2026-03-10,LUNAS,0,0,0,2027-03-21 00:00:00
LOAN0001463,CUST004647,Tunaiku KTA,5000000,12,18.13,2022-05-04,LANCAR,0,0,1335496,2023-04-23 00:00:00
LOAN0001464,CUST004496,Tunaiku KTA,5000000,3,20.66,2022-11-03,LUNAS,0,0,0,2023-05-11 00:00:00
LOAN0001465,CUST001763,Tunaiku Mikro,10000000,3,12.19,2024-09-04,LUNAS,0,0,0,2025-07-22 00:00:00
LOAN0001466,CUST002185,SMB Modal Usaha,10000000,3,15.56,2025-12-03,LUNAS,0,0,0,2026-11-07 00:00:00
LOAN0001467,CUST002666,Tunaiku Mikro,5000000,6,20.92,2022-03-16,LANCAR,0,0,563493,2022-04-19 00:00:00
LOAN0001468,CUST001231,Tunaiku Mikro,10000000,6,30.77,2024-09-13,LUNAS,0,0,0,2025-01-23 00:00:00
LOAN0001469,CUST003525,Tunaiku Mikro,2000000,18,26.58,2023-10-09,LANCAR,0,0,1499093,2023-11-19 00:00:00
LOAN0001470,CUST002854,Tunaiku Mikro,25000000,36,19.09,2026-02-27,LANCAR,0,0,17700011,2027-04-02 00:00:00
LOAN0001471,CUST003925,Tunaiku KTA,10000000,24,24.9,2023-02-25,LANCAR,0,0,1036867,2024-01-27 00:00:00
LOAN0001472,CUST000168,SMB Invoice Financing,50000000,6,20.42,2026-04-15,LUNAS,0,0,0,2026-08-07 00:00:00
LOAN0001473,CUST000713,Tunaiku KTA,2000000,18,12.58,2024-12-28,LANCAR,0,0,1494320,2025-06-16 00:00:00
