txn_id,account_id,txn_type,channel,amount,txn_ts
TXN000005536,ACC0002595,WITHDRAWAL,VA,99454,2025-03-14 10:51:55
TXN000005537,ACC0003666,PAYMENT,ATM_BERSAMA,489807,2025-03-15 15:29:56
TXN000005538,ACC0001680,TRANSFER,VA,892612,2026-03-25 12:38:04
TXN000005539,ACC0002565,TOPUP,VA,1124188,2026-03-31 00:31:47
TXN000005540,ACC0000413,WITHDRAWAL,MOBILE_APP,359094,2025-12-02 12:43:52
TXN000005541,ACC0003346,PAYMENT,MOBILE_APP,212216,2025-10-10 10:56:29
TXN000005542,ACC0000049,PAYMENT,MOBILE_APP,6027252,2025-05-11 02:57:29
TXN000005543,ACC0001125,TRANSFER,VA,1895878,2025-10-24 14:03:38
TXN000005544,ACC0003678,TOPUP,MOBILE_APP,326490,2025-01-20 19:37:21
TXN000005545,ACC0005748,TRANSFER,INTERNET_BANKING,877466,2025-06-20 23:34:45
TXN000005546,ACC0004356,PAYMENT,MOBILE_APP,611181,2025-02-27 13:51:23
TXN000005547,ACC0001509,PAYMENT,MOBILE_APP,587988,2025-09-18 10:23:41
TXN000005548,ACC0005071,TRANSFER,VA,292311,2025-07-04 08:38:40
TXN000005549,ACC0000288,TRANSFER,MOBILE_APP,1000582,2026-01-15 03:58:39
TXN000005550,ACC0000913,PAYMENT,VA,175828,2026-04-27 12:00:19
TXN000005551,ACC0005343,WITHDRAWAL,MOBILE_APP,239547,2026-03-10 09:34:24
TXN000005552,ACC0001988,TOPUP,MOBILE_APP,27031,2025-09-28 03:17:15
TXN000005553,ACC0001343,TRANSFER,MOBILE_APP,471792,2026-04-02 21:13:56
TXN000005554,ACC0005064,INTEREST,ATM_BERSAMA,735582,2026-02-12 14:14:46
TXN000005555,ACC0002688,PAYMENT,QRIS,121935,2025-10-20 14:37:19
TXN000005556,ACC0003831,TOPUP,MOBILE_APP,1140291,2025-03-14 05:56:45
TXN000005557,ACC0002162,PAYMENT,QRIS,301415,2025-12-26 18:35:31
TXN000005558,ACC0004561,TOPUP,MOBILE_APP,8840115,2026-03-04 17:12:08
TXN000005559,ACC0002132,INTEREST,MOBILE_APP,939465,2026-05-25 12:20:01
TXN000005560,ACC0002095,INTEREST,QRIS,220583,2025-06-20 12:16:04
TXN000005561,ACC0005427,TRANSFER,MOBILE_APP,675124,2026-02-13 10:47:00
TXN000005562,ACC0001376,PAYMENT,VA,22477,2026-01-31 22:34:02
TXN000005563,ACC0002530,INTEREST,MOBILE_APP,545483,2025-02-24 09:47:59
TXN000005564,ACC0001403,INTEREST,VA,1202828,2025-08-16 14:10:31
TXN000005565,ACC0002488,TRANSFER,MOBILE_APP,1420613,2025-11-17 21:51:12
TXN000005566,ACC0003602,TRANSFER,ATM_BERSAMA,893583,2026-01-14 20:52:24
TXN000005567,ACC0000148,TOPUP,MOBILE_APP,389666,2025-06-11 08:25:09
TXN000005568,ACC0004820,TOPUP,MOBILE_APP,256236,2026-02-10 12:51:55
TXN000005569,ACC0003621,WITHDRAWAL,QRIS,437312,2026-02-27 07:39:26
TXN000005570,ACC0005632,TRANSFER,MOBILE_APP,446829,2025-01-02 10:02:25
TXN000005571,ACC0000058,PAYMENT,VA,610139,2025-05-12 18:07:03
TXN000005572,ACC0003614,TOPUP,MOBILE_APP,496607,2025-02-18 03:46:57
TXN000005573,ACC0003077,PAYMENT,MOBILE_APP,1466730,2025-05-25 16:04:59
TXN000005574,ACC0002507,TOPUP,QRIS,1640093,2026-01-29 05:55:58
TXN000005575,ACC0001979,FEE,MOBILE_APP,230309,2025-05-30 15:32:18
TXN000005576,ACC0003220,WITHDRAWAL,MOBILE_APP,1786399,2025-05-12 01:40:24
TXN000005577,ACC0001625,WITHDRAWAL,MOBILE_APP,661710,2025-04-01 15:54:49
TXN000005578,ACC0004911,TRANSFER,MOBILE_APP,75798,2026-05-11 01:05:03
TXN000005579,ACC0003278,TOPUP,QRIS,1102339,2026-03-28 11:39:18
TXN000005580,ACC0004056,TRANSFER,INTERNET_BANKING,1453687,2026-03-15 21:26:08
TXN000005581,ACC0001257,WITHDRAWAL,MOBILE_APP,1315354,2025-04-06 13:38:05
TXN000005582,ACC0002157,WITHDRAWAL,VA,2552139,2025-03-30 14:42:00
TXN000005583,ACC0004113,TOPUP,VA,592123,2026-02-08 20:18:49
TXN000005584,ACC0001825,TOPUP,MOBILE_APP,78893,2025-03-10 09:14:37
TXN000005585,ACC0005709,PAYMENT,VA,101841,2025-09-12 16:21:52
TXN000005586,ACC0003791,WITHDRAWAL,MOBILE_APP,532964,2026-04-24 07:08:28
TXN000005587,ACC0001784,INTEREST,QRIS,778425,2026-01-12 23:11:31
TXN000005588,ACC0005963,WITHDRAWAL,QRIS,116104,2025-06-17 04:03:44
TXN000005589,ACC0000827,WITHDRAWAL,ATM_BERSAMA,435153,2025-04-14 12:43:15
TXN000005590,ACC0005386,WITHDRAWAL,MOBILE_APP,750061,2025-06-18 17:24:21
TXN000005591,ACC0000042,WITHDRAWAL,QRIS,218779,2025-07-21 16:18:17
TXN000005592,ACC0004925,TOPUP,VA,1438836,2025-05-27 12:02:10
TXN000005593,ACC0000028,TOPUP,VA,1509668,2025-09-14 08:38:43
TXN000005594,ACC0000452,PAYMENT,VA,1667651,2026-01-23 04:51:08
TXN000005595,ACC0004818,TOPUP,MOBILE_APP,4197336,2025-10-03 19:51:29
TXN000005596,ACC0002087,TRANSFER,MOBILE_APP,358289,2025-01-15 04:06:33
TXN000005597,ACC0003709,PAYMENT,MOBILE_APP,506125,2026-04-10 08:43:16
TXN000005598,ACC0004451,TRANSFER,MOBILE_APP,488926,2025-11-22 16:32:16
TXN000005599,ACC0004224,WITHDRAWAL,MOBILE_APP,352536,2025-02-24 17:11:04
TXN000005600,ACC0001884,TOPUP,MOBILE_APP,180228,2025-07-07 06:26:46
TXN000005601,ACC0005028,WITHDRAWAL,QRIS,1569050,2025-11-28 14:53:18
TXN000005602,ACC0000650,TOPUP,VA,112014,2025-01-24 23:37:46
TXN000005603,ACC0000382,PAYMENT,MOBILE_APP,413733,2025-04-03 00:10:05
TXN000005604,ACC0002306,WITHDRAWAL,MOBILE_APP,1841765,2026-03-18 14:34:18
TXN000005605,ACC0002534,PAYMENT,INTERNET_BANKING,116567,2025-04-25 11:11:31
TXN000005606,ACC0002598,INTEREST,MOBILE_APP,1578717,2025-03-09 07:02:39
TXN000005607,ACC0001879,PAYMENT,QRIS,162464,2026-03-29 08:32:04
TXN000005608,ACC0001211,TRANSFER,MOBILE_APP,273755,2025-10-03 08:59:43
TXN000005609,ACC0000858,TOPUP,VA,285987,2026-04-22 00:01:23
TXN000005610,ACC0005213,TOPUP,MOBILE_APP,607979,2026-02-27 17:12:41
TXN000005611,ACC0002710,TOPUP,MOBILE_APP,82099,2025-03-20 20:56:07
TXN000005612,ACC0000235,TRANSFER,MOBILE_APP,875514,2026-02-11 20:41:20
TXN000005613,ACC0004275,FEE,MOBILE_APP,229197,2025-12-26 03:41:32
TXN000005614,ACC0003271,TRANSFER,QRIS,871597,2025-02-07 07:34:48
TXN000005615,ACC0003753,TRANSFER,MOBILE_APP,213191,2025-09-07 17:01:34
TXN000005616,ACC0005971,TRANSFER,QRIS,306804,2026-04-21 17:13:02
TXN000005617,ACC0005562,TOPUP,QRIS,1893341,2025-04-20 05:25:44
TXN000005618,ACC0000223,WITHDRAWAL,MOBILE_APP,60757,2025-04-30 03:04:11
TXN000005619,ACC0001892,TOPUP,VA,295313,2026-03-19 12:50:46
TXN000005620,ACC0004617,PAYMENT,QRIS,522891,2026-02-14 16:48:42
TXN000005621,ACC0000867,PAYMENT,MOBILE_APP,16727,2025-09-18 01:21:40
TXN000005622,ACC0001668,WITHDRAWAL,QRIS,470668,2025-03-07 12:23:08
TXN000005623,ACC0001635,TOPUP,VA,59784,2026-05-14 05:34:16
TXN000005624,ACC0001884,PAYMENT,MOBILE_APP,312220,2025-09-22 17:51:41
TXN000005625,ACC0004215,TRANSFER,MOBILE_APP,2728113,2025-12-22 16:10:31
TXN000005626,ACC0001291,PAYMENT,VA,550426,2025-12-25 18:19:57
TXN000005627,ACC0003908,TOPUP,MOBILE_APP,4330050,2025-01-28 07:26:05
TXN000005628,ACC0001508,TRANSFER,MOBILE_APP,1346432,2025-04-13 11:21:43
TXN000005629,ACC0001870,PAYMENT,QRIS,193617,2025-03-10 13:58:20
TXN000005630,ACC0003790,PAYMENT,MOBILE_APP,802978,2026-05-31 05:00:34
TXN000005631,ACC0000243,PAYMENT,QRIS,291918,2026-04-07 07:38:24
TXN000005632,ACC0005428,TOPUP,MOBILE_APP,71669,2025-07-01 16:30:09
TXN000005633,ACC0000425,TOPUP,MOBILE_APP,279203,2025-12-10 04:36:31
TXN000005634,ACC0005289,TOPUP,QRIS,1682706,2025-03-13 03:24:10
TXN000005635,ACC0000391,WITHDRAWAL,VA,698915,2025-11-03 08:41:29
TXN000005636,ACC0003538,WITHDRAWAL,VA,1263150,2025-07-25 01:15:11
TXN000005637,ACC0001077,INTEREST,MOBILE_APP,112433,2026-02-25 23:00:12
TXN000005638,ACC0001714,TOPUP,MOBILE_APP,228856,2025-10-26 22:54:19
TXN000005639,ACC0004650,TRANSFER,QRIS,419667,2025-08-16 13:24:22
TXN000005640,ACC0003714,TOPUP,QRIS,517381,2025-06-08 20:38:15
TXN000005641,ACC0002424,TOPUP,MOBILE_APP,139168,2026-04-12 20:47:34
TXN000005642,ACC0002491,FEE,MOBILE_APP,117357,2025-09-25 23:27:06
TXN000005643,ACC0000858,PAYMENT,MOBILE_APP,65688,2025-08-18 07:36:23
TXN000005644,ACC0002004,PAYMENT,ATM_BERSAMA,1066975,2025-02-11 02:23:12
TXN000005645,ACC0000278,PAYMENT,MOBILE_APP,17677,2025-09-01 20:22:14
TXN000005646,ACC0005200,PAYMENT,VA,52095,2025-09-10 04:03:48
TXN000005647,ACC0000594,TOPUP,QRIS,182597,2025-09-01 01:06:28
TXN000005648,ACC0003463,PAYMENT,QRIS,233843,2025-03-31 00:03:20
TXN000005649,ACC0000550,PAYMENT,QRIS,435464,2025-06-03 21:20:06
TXN000005650,ACC0000553,TRANSFER,INTERNET_BANKING,200237,2025-06-04 19:41:22
TXN000005651,ACC0004005,TOPUP,MOBILE_APP,332829,2025-04-27 00:39:40
TXN000005652,ACC0001247,WITHDRAWAL,MOBILE_APP,678808,2025-03-15 15:23:45
TXN000005653,ACC0000779,PAYMENT,QRIS,2515158,2025-05-25 13:00:56
TXN000005654,ACC0000592,TOPUP,VA,57975,2026-02-19 15:44:10
TXN000005655,ACC0000064,INTEREST,MOBILE_APP,101215,2025-09-23 09:46:59
TXN000005656,ACC0000759,TOPUP,VA,386096,2025-08-11 03:04:36
TXN000005657,ACC0003633,WITHDRAWAL,MOBILE_APP,129800,2026-03-20 18:27:08
TXN000005658,ACC0000087,INTEREST,ATM_BERSAMA,422090,2025-05-05 10:17:29
TXN000005659,ACC0004532,TRANSFER,MOBILE_APP,324680,2025-02-02 06:23:03
TXN000005660,ACC0004976,INTEREST,MOBILE_APP,84047,2025-05-07 11:27:34
TXN000005661,ACC0002935,TOPUP,QRIS,294964,2026-03-22 20:50:44
TXN000005662,ACC0001929,TOPUP,MOBILE_APP,129634,2026-01-16 23:57:29
TXN000005663,ACC0005838,PAYMENT,ATM_BERSAMA,764937,2025-07-03 19:52:47
TXN000005664,ACC0003153,PAYMENT,MOBILE_APP,766414,2025-06-09 17:11:01
TXN000005665,ACC0002915,WITHDRAWAL,MOBILE_APP,48361,2025-10-24 12:26:14
TXN000005666,ACC0000824,TRANSFER,MOBILE_APP,622304,2025-05-19 11:00:52
TXN000005667,ACC0005296,PAYMENT,MOBILE_APP,145089,2026-01-11 13:04:03
TXN000005668,ACC0002966,WITHDRAWAL,MOBILE_APP,3880566,2025-05-10 05:45:05
TXN000005669,ACC0001797,INTEREST,QRIS,1956354,2025-11-14 00:29:31
TXN000005670,ACC0001536,WITHDRAWAL,MOBILE_APP,275290,2025-10-31 01:54:25
TXN000005671,ACC0004919,INTEREST,QRIS,255906,2025-05-08 07:18:29
TXN000005672,ACC0001617,WITHDRAWAL,INTERNET_BANKING,106269,2026-02-16 03:22:40
TXN000005673,ACC0002828,TOPUP,MOBILE_APP,131857,2026-05-21 20:15:52
TXN000005674,ACC0005049,TRANSFER,MOBILE_APP,1481118,2026-03-01 10:11:26
TXN000005675,ACC0002181,TRANSFER,MOBILE_APP,377750,2025-03-10 13:43:12
TXN000005676,ACC0005170,TOPUP,MOBILE_APP,219086,2026-02-06 16:06:56
TXN000005677,ACC0004909,FEE,QRIS,740239,2025-08-23 08:16:51
TXN000005678,ACC0003083,WITHDRAWAL,VA,1081113,2025-05-16 13:02:05
TXN000005679,ACC0004469,WITHDRAWAL,MOBILE_APP,10220,2025-02-02 02:32:51
TXN000005680,ACC0001846,TRANSFER,QRIS,2828755,2025-05-12 17:31:28
TXN000005681,ACC0004293,WITHDRAWAL,MOBILE_APP,799526,2025-06-17 11:53:12
TXN000005682,ACC0001507,TRANSFER,QRIS,6170663,2026-01-11 09:34:51
TXN000005683,ACC0003920,TRANSFER,ATM_BERSAMA,194207,2025-07-28 08:47:39
TXN000005684,ACC0002974,WITHDRAWAL,QRIS,107452,2026-03-11 03:34:27
TXN000005685,ACC0000695,WITHDRAWAL,QRIS,73436,2025-06-26 17:33:54
TXN000005686,ACC0005214,TOPUP,VA,825032,2026-04-23 15:06:41
TXN000005687,ACC0004705,TRANSFER,QRIS,258666,2026-01-08 05:13:39
TXN000005688,ACC0005013,FEE,VA,858485,2025-07-31 14:20:29
TXN000005689,ACC0002582,PAYMENT,MOBILE_APP,4587981,2026-03-30 14:44:28
TXN000005690,ACC0004174,TOPUP,MOBILE_APP,6869603,2026-01-16 18:41:16
TXN000005691,ACC0002092,TOPUP,MOBILE_APP,178994,2025-03-13 03:38:48
TXN000005692,ACC0003264,TOPUP,MOBILE_APP,112730,2026-04-08 03:55:30
TXN000005693,ACC0004089,FEE,MOBILE_APP,246181,2026-01-15 05:15:23
TXN000005694,ACC0005798,TOPUP,MOBILE_APP,1629642,2025-07-30 21:09:18
TXN000005695,ACC0002364,WITHDRAWAL,MOBILE_APP,77314,2025-11-26 15:17:20
TXN000005696,ACC0003978,WITHDRAWAL,QRIS,159702,2026-03-10 20:16:22
TXN000005697,ACC0002837,TRANSFER,MOBILE_APP,1105456,2025-06-27 06:56:14
TXN000005698,ACC0004976,INTEREST,MOBILE_APP,1491076,2026-02-21 10:07:36
TXN000005699,ACC0005602,TOPUP,MOBILE_APP,430664,2026-01-01 10:49:16
TXN000005700,ACC0003889,WITHDRAWAL,QRIS,397390,2026-05-29 13:27:26
TXN000005701,ACC0002697,WITHDRAWAL,QRIS,4017952,2026-05-19 12:31:54
TXN000005702,ACC0001473,TOPUP,MOBILE_APP,970444,2025-09-21 11:46:33
TXN000005703,ACC0004830,TOPUP,QRIS,730839,2025-08-14 22:21:38
TXN000005704,ACC0005212,WITHDRAWAL,VA,338092,2025-03-09 10:47:59
TXN000005705,ACC0005511,INTEREST,MOBILE_APP,384673,2025-04-25 13:40:44
TXN000005706,ACC0003818,TRANSFER,MOBILE_APP,152306,2026-05-09 09:59:26
TXN000005707,ACC0002948,TOPUP,MOBILE_APP,25639,2025-02-04 17:40:12
TXN000005708,ACC0002320,TOPUP,MOBILE_APP,2054638,2026-04-05 12:24:49
TXN000005709,ACC0001123,TRANSFER,QRIS,1869232,2025-05-04 06:23:59
TXN000005710,ACC0001267,WITHDRAWAL,MOBILE_APP,942578,2025-10-14 19:15:00
TXN000005711,ACC0002264,TOPUP,QRIS,3380873,2025-07-27 06:20:56
TXN000005712,ACC0002259,WITHDRAWAL,QRIS,221462,2026-04-13 20:02:54
TXN000005713,ACC0002986,TRANSFER,MOBILE_APP,2048993,2025-10-27 11:27:43
TXN000005714,ACC0000705,TOPUP,QRIS,1683921,2026-01-01 12:16:05
TXN000005715,ACC0002310,INTEREST,MOBILE_APP,106327,2025-04-19 18:02:06
TXN000005716,ACC0003537,INTEREST,QRIS,311081,2025-10-01 06:50:26
TXN000005717,ACC0002979,PAYMENT,MOBILE_APP,552501,2025-01-23 00:56:11
TXN000005718,ACC0004561,INTEREST,MOBILE_APP,512503,2025-11-23 09:43:21
TXN000005719,ACC0004754,PAYMENT,MOBILE_APP,130664,2025-01-14 23:01:42
TXN000005720,ACC0000614,FEE,MOBILE_APP,212164,2025-02-19 18:39:32
TXN000005721,ACC0004680,INTEREST,MOBILE_APP,524102,2025-07-06 11:08:38
TXN000005722,ACC0004573,TOPUP,QRIS,1061305,2025-04-23 22:58:26
TXN000005723,ACC0004340,TOPUP,QRIS,384290,2025-04-07 20:54:03
TXN000005724,ACC0001710,TRANSFER,MOBILE_APP,2772612,2025-08-15 04:56:38
TXN000005725,ACC0002876,PAYMENT,QRIS,1908899,2025-12-22 04:00:55
TXN000005726,ACC0002245,TOPUP,MOBILE_APP,178860,2025-01-16 03:18:51
TXN000005727,ACC0005810,TRANSFER,MOBILE_APP,77454,2025-11-29 03:47:56
TXN000005728,ACC0000274,TRANSFER,MOBILE_APP,936539,2025-12-05 10:34:39
TXN000005729,ACC0004638,WITHDRAWAL,MOBILE_APP,1058741,2025-01-19 18:14:51
TXN000005730,ACC0004887,TOPUP,MOBILE_APP,675402,2025-04-23 08:45:23
TXN000005731,ACC0000563,WITHDRAWAL,MOBILE_APP,406124,2025-05-22 10:35:41
TXN000005732,ACC0004942,PAYMENT,QRIS,1321573,2026-04-30 19:42:43
TXN000005733,ACC0004527,TRANSFER,MOBILE_APP,3520873,2026-01-09 22:23:34
TXN000005734,ACC0005732,FEE,VA,101741,2025-11-26 05:32:32
TXN000005735,ACC0005783,WITHDRAWAL,MOBILE_APP,318747,2026-01-15 22:09:41
TXN000005736,ACC0002110,TRANSFER,VA,5239060,2026-01-23 03:50:36
TXN000005737,ACC0004037,WITHDRAWAL,VA,1965435,2026-02-04 02:19:51
TXN000005738,ACC0005548,INTEREST,MOBILE_APP,188899,2026-03-30 21:04:39
TXN000005739,ACC0003410,INTEREST,INTERNET_BANKING,372457,2025-07-10 07:03:28
TXN000005740,ACC0001096,TRANSFER,VA,39831,2026-02-18 09:36:07
TXN000005741,ACC0003968,TOPUP,MOBILE_APP,486795,2025-08-19 22:48:58
TXN000005742,ACC0004415,INTEREST,MOBILE_APP,1804193,2026-04-23 07:29:13
TXN000005743,ACC0004114,WITHDRAWAL,QRIS,1647795,2025-01-13 03:34:07
TXN000005744,ACC0001800,TOPUP,MOBILE_APP,122761,2025-12-25 16:05:58
TXN000005745,ACC0000451,TRANSFER,MOBILE_APP,560854,2025-05-05 03:49:37
TXN000005746,ACC0004999,PAYMENT,MOBILE_APP,339104,2025-11-26 20:32:50
TXN000005747,ACC0003919,INTEREST,MOBILE_APP,863382,2025-12-05 07:50:32
TXN000005748,ACC0002352,FEE,MOBILE_APP,1396433,2026-02-27 04:38:21
TXN000005749,ACC0005432,PAYMENT,VA,403975,2025-10-11 16:12:59
TXN000005750,ACC0004327,INTEREST,QRIS,341884,2026-02-02 03:15:33
TXN000005751,ACC0004795,WITHDRAWAL,MOBILE_APP,924057,2025-10-20 15:57:45
TXN000005752,ACC0001996,TRANSFER,MOBILE_APP,2138589,2026-03-12 03:04:36
TXN000005753,ACC0001990,PAYMENT,VA,131973,2025-07-29 23:55:31
TXN000005754,ACC0005296,FEE,VA,311000,2025-12-12 10:18:24
TXN000005755,ACC0003665,INTEREST,VA,461080,2025-04-06 10:43:45
TXN000005756,ACC0002132,WITHDRAWAL,MOBILE_APP,175883,2025-09-11 20:17:57
TXN000005757,ACC0004923,FEE,MOBILE_APP,8267798,2025-09-02 06:43:39
TXN000005758,ACC0001690,TRANSFER,MOBILE_APP,1388883,2025-05-15 08:59:10
TXN000005759,ACC0004910,TOPUP,QRIS,1423267,2026-02-02 16:28:50
TXN000005760,ACC0003271,TOPUP,VA,865417,2026-05-20 07:00:00
TXN000005761,ACC0003594,PAYMENT,INTERNET_BANKING,191233,2025-11-04 23:30:11
TXN000005762,ACC0002018,TOPUP,VA,181258,2026-01-26 20:56:14
TXN000005763,ACC0004721,INTEREST,MOBILE_APP,26939,2025-03-09 13:34:50
TXN000005764,ACC0005331,TRANSFER,QRIS,2729942,2025-01-24 07:32:14
TXN000005765,ACC0001986,PAYMENT,VA,1293933,2025-07-09 20:48:42
TXN000005766,ACC0002392,TRANSFER,MOBILE_APP,80156,2025-11-14 10:14:19
TXN000005767,ACC0005448,TRANSFER,QRIS,165114,2026-01-31 13:57:07
TXN000005768,ACC0003068,TRANSFER,VA,388234,2025-01-19 08:08:03
TXN000005769,ACC0000610,INTEREST,MOBILE_APP,83221,2025-04-17 12:42:24
TXN000005770,ACC0001669,TRANSFER,QRIS,919859,2025-05-30 02:50:16
TXN000005771,ACC0002439,TOPUP,MOBILE_APP,44164868,2026-05-23 12:53:36
TXN000005772,ACC0005503,WITHDRAWAL,MOBILE_APP,141931,2025-04-26 12:36:11
TXN000005773,ACC0002333,PAYMENT,QRIS,66135,2026-05-18 12:41:03
TXN000005774,ACC0002970,PAYMENT,INTERNET_BANKING,325910,2026-01-28 10:18:33
TXN000005775,ACC0003315,TOPUP,INTERNET_BANKING,42579,2025-05-24 17:12:30
TXN000005776,ACC0000516,PAYMENT,QRIS,150868,2026-05-03 09:50:40
TXN000005777,ACC0002766,TRANSFER,VA,214535,2026-04-17 16:42:26
TXN000005778,ACC0002188,PAYMENT,MOBILE_APP,95096,2025-11-22 23:40:09
TXN000005779,ACC0000037,TOPUP,VA,5977228,2025-09-06 04:30:31
TXN000005780,ACC0002259,WITHDRAWAL,MOBILE_APP,66350,2025-10-11 22:44:00
TXN000005781,ACC0000820,INTEREST,MOBILE_APP,140313,2025-11-26 08:58:07
TXN000005782,ACC0003184,TOPUP,VA,1394193,2026-01-07 07:15:20
TXN000005783,ACC0001851,TRANSFER,ATM_BERSAMA,4082729,2025-11-05 10:42:24
TXN000005784,ACC0002311,PAYMENT,VA,140454,2025-09-01 06:18:16
TXN000005785,ACC0003425,TOPUP,MOBILE_APP,418334,2026-05-20 09:59:56
TXN000005786,ACC0004958,TOPUP,MOBILE_APP,237361,2025-06-28 21:03:34
TXN000005787,ACC0001778,TOPUP,ATM_BERSAMA,153038,2025-03-26 03:08:32
TXN000005788,ACC0001767,TOPUP,MOBILE_APP,27562,2025-04-08 23:47:11
TXN000005789,ACC0001376,PAYMENT,MOBILE_APP,295416,2026-03-06 00:38:18
TXN000005790,ACC0004162,WITHDRAWAL,QRIS,151894,2025-10-08 11:37:43
TXN000005791,ACC0002013,TRANSFER,QRIS,222542,2025-12-02 04:58:41
TXN000005792,ACC0005519,WITHDRAWAL,MOBILE_APP,1555834,2025-11-16 15:10:50
TXN000005793,ACC0005655,WITHDRAWAL,MOBILE_APP,142138,2025-01-20 16:50:42
TXN000005794,ACC0004424,TOPUP,MOBILE_APP,62457,2025-08-09 15:40:29
TXN000005795,ACC0003166,TOPUP,QRIS,72918,2026-02-19 15:08:35
TXN000005796,ACC0001467,TRANSFER,MOBILE_APP,38251,2025-03-28 14:18:59
TXN000005797,ACC0002814,INTEREST,VA,1442500,2026-02-15 20:44:49
TXN000005798,ACC0001959,PAYMENT,MOBILE_APP,665837,2026-04-07 16:41:59
TXN000005799,ACC0000560,WITHDRAWAL,MOBILE_APP,140118,2025-06-21 07:46:46
TXN000005800,ACC0005538,TOPUP,ATM_BERSAMA,1215533,2025-01-20 13:58:57
TXN000005801,ACC0004425,INTEREST,VA,120923,2025-05-14 08:20:16
TXN000005802,ACC0004767,TOPUP,QRIS,534303,2025-02-23 10:44:49
TXN000005803,ACC0002637,TOPUP,VA,1659380,2025-09-05 18:29:24
TXN000005804,ACC0002674,TRANSFER,QRIS,1721070,2026-03-04 19:06:15
TXN000005805,ACC0000729,TOPUP,QRIS,96352,2025-10-02 00:45:52
TXN000005806,ACC0003033,TOPUP,MOBILE_APP,72347,2025-05-25 11:02:24
TXN000005807,ACC0004785,FEE,MOBILE_APP,741347,2026-01-22 14:31:32
TXN000005808,ACC0000386,INTEREST,VA,3384798,2025-12-19 14:36:07
TXN000005809,ACC0000602,TRANSFER,QRIS,1587458,2025-10-16 09:09:58
TXN000005810,ACC0004856,TRANSFER,VA,87163,2025-10-26 20:04:10
TXN000005811,ACC0001577,WITHDRAWAL,VA,1707310,2025-04-29 03:41:06
TXN000005812,ACC0005383,TOPUP,MOBILE_APP,532295,2026-05-11 23:48:22
TXN000005813,ACC0005371,INTEREST,VA,584654,2025-01-05 16:43:13
TXN000005814,ACC0002004,TOPUP,ATM_BERSAMA,5991192,2026-02-20 04:33:43
TXN000005815,ACC0000478,PAYMENT,MOBILE_APP,565247,2026-01-19 17:39:53
TXN000005816,ACC0004567,WITHDRAWAL,VA,154107,2025-11-20 13:56:05
TXN000005817,ACC0004703,FEE,VA,655897,2025-08-14 15:39:46
TXN000005818,ACC0000147,TOPUP,MOBILE_APP,161987,2025-10-27 17:12:43
TXN000005819,ACC0004141,WITHDRAWAL,MOBILE_APP,102120,2025-05-04 22:23:48
TXN000005820,ACC0001511,TOPUP,VA,3746078,2025-10-29 23:06:16
TXN000005821,ACC0000122,TOPUP,INTERNET_BANKING,394925,2025-12-09 21:55:38
TXN000005822,ACC0002397,WITHDRAWAL,QRIS,394039,2025-07-24 11:35:53
TXN000005823,ACC0000479,WITHDRAWAL,QRIS,491646,2026-04-13 16:15:28
TXN000005824,ACC0004077,TRANSFER,MOBILE_APP,88778,2025-04-14 19:15:15
TXN000005825,ACC0004831,TOPUP,VA,1232193,2025-11-16 20:08:40
TXN000005826,ACC0005543,TRANSFER,MOBILE_APP,1086836,2025-08-24 15:14:51
TXN000005827,ACC0001660,PAYMENT,QRIS,288786,2025-04-14 02:44:47
TXN000005828,ACC0005766,TRANSFER,VA,120055,2026-05-02 08:12:26
TXN000005829,ACC0000614,TRANSFER,MOBILE_APP,812195,2026-01-09 14:38:35
TXN000005830,ACC0003509,TOPUP,MOBILE_APP,556542,2025-12-18 19:02:43
TXN000005831,ACC0001570,PAYMENT,INTERNET_BANKING,280002,2025-08-07 14:52:55
TXN000005832,ACC0001003,TRANSFER,QRIS,4589061,2025-01-12 21:41:00
TXN000005833,ACC0005131,WITHDRAWAL,MOBILE_APP,904641,2025-03-19 08:50:30
TXN000005834,ACC0002043,INTEREST,QRIS,1461460,2025-11-18 15:07:53
TXN000005835,ACC0000823,TOPUP,MOBILE_APP,280740,2026-04-04 15:23:19
TXN000005836,ACC0002861,WITHDRAWAL,VA,149338,2025-04-14 19:22:16
TXN000005837,ACC0004627,TRANSFER,MOBILE_APP,226615,2025-07-18 23:03:23
TXN000005838,ACC0000529,TOPUP,ATM_BERSAMA,641027,2025-05-17 04:43:46
TXN000005839,ACC0000392,PAYMENT,MOBILE_APP,922834,2026-05-19 16:15:56
TXN000005840,ACC0002640,PAYMENT,MOBILE_APP,444977,2026-03-21 17:13:25
TXN000005841,ACC0003960,TOPUP,INTERNET_BANKING,179029,2025-06-03 04:16:26
TXN000005842,ACC0001835,PAYMENT,MOBILE_APP,2034763,2025-10-13 05:46:19
TXN000005843,ACC0002916,WITHDRAWAL,VA,124899,2025-06-29 18:43:08
TXN000005844,ACC0003611,TOPUP,MOBILE_APP,247944,2025-08-21 19:55:43
TXN000005845,ACC0000101,FEE,VA,2244718,2026-04-18 01:06:17
TXN000005846,ACC0003829,PAYMENT,MOBILE_APP,1302641,2025-05-12 05:13:25
TXN000005847,ACC0000757,TRANSFER,VA,687764,2025-12-06 09:12:28
TXN000005848,ACC0004200,PAYMENT,ATM_BERSAMA,997676,2025-02-02 13:56:26
TXN000005849,ACC0003416,TOPUP,MOBILE_APP,2184426,2026-03-29 20:04:25
