repayment_id,loan_id,due_date,paid_date,amount_due,amount_paid,is_late
RPM00012520,LOAN0006218,2025-12-27,2025-12-27,4000000,4000000,0
RPM00012521,LOAN0003446,2023-01-20,2023-02-07,4000000,2985557,1
RPM00012522,LOAN0003515,2024-09-14,2024-09-13,4000000,4000000,0
RPM00012523,LOAN0003987,2025-01-13,2025-01-25,4000000,4000000,1
RPM00012524,LOAN0002759,2024-09-21,2024-09-19,2000000,2000000,0
RPM00012525,LOAN0006561,2022-06-15,2022-06-14,2000000,2000000,0
RPM00012526,LOAN0006601,2024-08-12,2024-08-10,4000000,4000000,0
RPM00012527,LOAN0004990,2022-11-03,2022-10-31,4000000,4000000,0
RPM00012528,LOAN0006784,2024-03-21,2024-03-18,2000000,793777,0
RPM00012529,LOAN0002531,2024-07-27,2024-07-25,4000000,2340159,0
RPM00012530,LOAN0000816,2023-09-25,2023-09-24,500000,500000,0
RPM00012531,LOAN0004914,2023-11-02,2023-10-30,300000,300000,0
RPM00012532,LOAN0005029,2022-02-08,2022-02-06,1000000,1000000,0
RPM00012533,LOAN0002667,2022-08-14,2022-08-14,4000000,4000000,0
RPM00012534,LOAN0001309,2024-06-22,2024-06-20,1000000,1000000,0
RPM00012535,LOAN0005215,2025-01-22,2025-01-21,500000,500000,0
RPM00012536,LOAN0001131,2024-05-23,2024-06-16,500000,500000,1
RPM00012537,LOAN0003286,2024-09-20,2024-09-24,2000000,2000000,1
RPM00012538,LOAN0005375,2026-05-21,2026-05-23,2000000,2000000,1
RPM00012539,LOAN0000434,2024-02-07,2024-02-14,500000,274372,1
RPM00012540,LOAN0001262,2022-08-09,2022-08-07,1000000,1000000,0
RPM00012541,LOAN0000811,2023-10-25,2023-10-23,1000000,1000000,0
RPM00012542,LOAN0005170,2026-04-04,2026-04-02,4000000,4000000,0
RPM00012543,LOAN0005207,2023-10-13,2023-10-13,500000,500000,0
RPM00012544,LOAN0000765,2022-03-23,2022-03-20,2000000,2000000,0
RPM00012545,LOAN0000320,2024-07-10,2024-07-10,300000,95762,0
RPM00012546,LOAN0000257,2024-06-29,2024-07-04,300000,300000,1
RPM00012547,LOAN0003047,2023-11-06,2023-11-05,500000,500000,0
RPM00012548,LOAN0000976,2025-05-31,2025-05-29,300000,300000,0
RPM00012549,LOAN0006865,2024-03-03,2024-02-29,500000,500000,0
RPM00012550,LOAN0006533,2023-10-28,2023-10-27,1000000,1000000,0
RPM00012551,LOAN0004106,2025-12-29,2025-12-28,4000000,4000000,0
RPM00012552,LOAN0007341,2026-01-29,2026-01-29,4000000,4000000,0
RPM00012553,LOAN0003987,2023-09-04,2023-09-27,300000,300000,1
RPM00012554,LOAN0003420,2025-02-10,2025-02-09,2000000,2000000,0
RPM00012555,LOAN0007242,2022-04-27,2022-04-24,4000000,4000000,0
RPM00012556,LOAN0003946,2022-10-06,2022-10-06,4000000,4000000,0
RPM00012557,LOAN0002396,2025-05-25,2025-05-23,500000,500000,0
RPM00012558,LOAN0000194,2024-04-24,2024-04-23,500000,500000,0
RPM00012559,LOAN0001389,2024-06-06,2024-06-24,4000000,4000000,1
RPM00012560,LOAN0002352,2026-05-31,2026-06-04,1000000,1000000,1
RPM00012561,LOAN0005853,2025-01-31,2025-01-30,300000,300000,0
RPM00012562,LOAN0005587,2023-12-18,2023-12-15,1000000,1000000,0
RPM00012563,LOAN0000694,2025-03-29,2025-03-27,1000000,1000000,0
RPM00012564,LOAN0006373,2024-06-18,2024-06-22,300000,300000,1
RPM00012565,LOAN0000854,2022-04-08,2022-04-07,2000000,2000000,0
RPM00012566,LOAN0000655,2024-03-18,2024-03-15,500000,500000,0
RPM00012567,LOAN0004870,2022-12-01,2022-11-29,300000,151548,0
RPM00012568,LOAN0003755,2023-08-26,2023-08-25,2000000,2000000,0
RPM00012569,LOAN0007383,2024-04-01,2024-03-29,1000000,1000000,0
RPM00012570,LOAN0007306,2024-05-02,2024-05-01,4000000,4000000,0
RPM00012571,LOAN0005259,2023-04-20,2023-04-18,2000000,2000000,0
RPM00012572,LOAN0005717,2025-12-10,2025-12-08,300000,300000,0
RPM00012573,LOAN0002665,2024-11-08,2024-11-07,4000000,4000000,0
RPM00012574,LOAN0001723,2024-01-08,2024-01-07,1000000,1000000,0
RPM00012575,LOAN0004106,2024-01-27,2024-01-24,500000,500000,0
RPM00012576,LOAN0004354,2023-03-28,2023-03-26,500000,500000,0
RPM00012577,LOAN0005836,2025-02-23,2025-03-09,300000,300000,1
RPM00012578,LOAN0000667,2025-09-15,2025-09-15,2000000,2000000,0
RPM00012579,LOAN0001281,2026-02-02,2026-02-17,1000000,1000000,1
RPM00012580,LOAN0000434,2023-05-06,2023-05-06,2000000,2000000,0
RPM00012581,LOAN0000385,2023-09-08,2023-09-06,2000000,2000000,0
RPM00012582,LOAN0005180,2022-08-31,2022-08-29,500000,500000,0
RPM00012583,LOAN0002362,2022-10-07,2022-10-05,300000,300000,0
RPM00012584,LOAN0006448,2022-03-22,2022-03-21,300000,300000,0
RPM00012585,LOAN0007389,2024-03-29,2024-03-27,2000000,2000000,0
RPM00012586,LOAN0006637,2026-03-07,2026-03-04,2000000,2000000,0
RPM00012587,LOAN0001686,2022-06-25,2022-06-25,500000,500000,0
RPM00012588,LOAN0000784,2022-11-14,2022-12-09,1000000,1000000,1
RPM00012589,LOAN0001232,2022-06-16,2022-07-10,2000000,642817,1
RPM00012590,LOAN0004165,2025-10-11,2025-10-11,300000,213544,0
RPM00012591,LOAN0002334,2022-11-08,2022-11-06,4000000,4000000,0
RPM00012592,LOAN0002878,2023-09-27,2023-09-27,500000,500000,0
RPM00012593,LOAN0007784,2024-07-27,2024-07-26,300000,300000,0
RPM00012594,LOAN0004018,2023-10-24,2023-10-22,300000,300000,0
RPM00012595,LOAN0007814,2023-02-08,2023-02-07,500000,500000,0
RPM00012596,LOAN0004187,2026-01-28,2026-01-28,4000000,4000000,0
RPM00012597,LOAN0005111,2025-10-16,2025-10-14,4000000,4000000,0
RPM00012598,LOAN0005754,2026-02-04,2026-02-21,4000000,4000000,1
RPM00012599,LOAN0006490,2023-07-18,2023-07-17,500000,500000,0
RPM00012600,LOAN0005182,2024-10-02,2024-10-21,1000000,1000000,1
RPM00012601,LOAN0000971,2022-05-27,2022-05-24,2000000,1713491,0
RPM00012602,LOAN0002989,2024-03-18,2024-03-16,2000000,2000000,0
RPM00012603,LOAN0005698,2022-09-19,2022-09-19,1000000,1000000,0
RPM00012604,LOAN0004430,2023-07-30,2023-07-30,500000,500000,0
RPM00012605,LOAN0003123,2024-01-12,2024-01-10,4000000,4000000,0
RPM00012606,LOAN0005599,2026-03-19,2026-03-16,4000000,4000000,0
RPM00012607,LOAN0000953,2023-03-16,2023-03-14,4000000,4000000,0
RPM00012608,LOAN0003145,2022-04-08,2022-04-06,500000,500000,0
RPM00012609,LOAN0006593,2024-11-22,2024-11-20,1000000,1000000,0
RPM00012610,LOAN0006702,2023-03-23,2023-03-23,1000000,1000000,0
RPM00012611,LOAN0006630,2025-05-12,2025-05-09,1000000,1000000,0
RPM00012612,LOAN0003136,2025-04-27,2025-04-25,4000000,4000000,0
RPM00012613,LOAN0003759,2023-03-18,2023-03-18,2000000,2000000,0
RPM00012614,LOAN0001927,2024-11-23,2024-11-23,1000000,1000000,0
RPM00012615,LOAN0005373,2025-07-06,2025-07-05,1000000,1000000,0
RPM00012616,LOAN0003498,2024-11-21,2024-12-01,500000,500000,1
RPM00012617,LOAN0003387,2023-08-10,2023-08-08,2000000,2000000,0
RPM00012618,LOAN0003998,2022-09-30,2022-09-28,4000000,4000000,0
RPM00012619,LOAN0002294,2023-02-08,2023-02-08,2000000,2000000,0
RPM00012620,LOAN0003264,2023-04-26,2023-04-25,1000000,1000000,0
RPM00012621,LOAN0003748,2025-07-06,2025-07-05,300000,300000,0
RPM00012622,LOAN0002234,2025-04-02,2025-04-13,2000000,2000000,1
RPM00012623,LOAN0006650,2023-11-13,2023-11-11,300000,300000,0
RPM00012624,LOAN0001913,2025-04-12,2025-04-09,500000,500000,0
RPM00012625,LOAN0007233,2022-05-28,2022-05-25,2000000,2000000,0
RPM00012626,LOAN0007983,2023-11-20,2023-11-18,4000000,4000000,0
RPM00012627,LOAN0001162,2026-03-14,2026-03-14,2000000,2000000,0
RPM00012628,LOAN0005510,2023-08-25,2023-08-24,300000,300000,0
RPM00012629,LOAN0007541,2025-03-10,2025-03-20,2000000,2000000,1
RPM00012630,LOAN0003262,2023-09-02,2023-09-18,2000000,2000000,1
RPM00012631,LOAN0001196,2022-04-19,2022-04-17,300000,300000,0
RPM00012632,LOAN0005411,2024-10-03,2024-09-30,500000,500000,0
RPM00012633,LOAN0001951,2025-10-07,2025-10-05,300000,300000,0
RPM00012634,LOAN0003890,2022-10-06,2022-10-06,4000000,4000000,0
RPM00012635,LOAN0001676,2022-05-03,2022-04-30,300000,300000,0
RPM00012636,LOAN0001542,2023-01-30,2023-01-29,500000,500000,0
RPM00012637,LOAN0002694,2024-01-01,2024-01-01,4000000,4000000,0
RPM00012638,LOAN0000574,2025-10-21,2025-10-18,1000000,1000000,0
RPM00012639,LOAN0002289,2022-07-09,2022-07-09,2000000,2000000,0
RPM00012640,LOAN0004052,2022-05-14,2022-05-14,4000000,4000000,0
RPM00012641,LOAN0001903,2023-01-09,2023-01-06,1000000,1000000,0
RPM00012642,LOAN0003081,2024-09-08,2024-09-06,300000,300000,0
RPM00012643,LOAN0004156,2025-08-11,2025-08-29,2000000,2000000,1
RPM00012644,LOAN0005443,2025-05-15,2025-05-14,300000,300000,0
RPM00012645,LOAN0003208,2026-02-10,2026-02-09,4000000,4000000,0
RPM00012646,LOAN0001419,2025-02-05,2025-02-17,300000,300000,1
RPM00012647,LOAN0000990,2022-10-21,2022-11-12,2000000,1603870,1
RPM00012648,LOAN0007302,2024-06-21,2024-06-20,1000000,813211,0
RPM00012649,LOAN0003200,2022-12-16,2022-12-13,300000,300000,0
RPM00012650,LOAN0001001,2022-10-19,2022-10-30,1000000,1000000,1
RPM00012651,LOAN0006914,2022-11-01,2022-11-02,300000,300000,1
RPM00012652,LOAN0000157,2025-10-11,2025-10-09,4000000,4000000,0
RPM00012653,LOAN0005505,2026-01-26,2026-01-25,1000000,1000000,0
RPM00012654,LOAN0005315,2024-12-21,2024-12-20,4000000,4000000,0
RPM00012655,LOAN0000886,2023-02-14,2023-02-14,300000,300000,0
RPM00012656,LOAN0002405,2022-06-05,2022-06-04,4000000,4000000,0
RPM00012657,LOAN0003695,2024-05-06,2024-05-04,2000000,2000000,0
RPM00012658,LOAN0002738,2025-07-30,2025-08-16,4000000,4000000,1
RPM00012659,LOAN0004878,2023-05-12,2023-05-12,300000,300000,0
RPM00012660,LOAN0005930,2022-03-26,2022-03-26,300000,300000,0
RPM00012661,LOAN0002414,2025-08-09,2025-08-07,500000,500000,0
RPM00012662,LOAN0001513,2022-02-09,2022-02-07,500000,500000,0
RPM00012663,LOAN0000608,2026-02-06,2026-02-04,500000,500000,0
RPM00012664,LOAN0002847,2025-03-14,2025-03-13,2000000,2000000,0
RPM00012665,LOAN0000311,2022-09-02,2022-09-01,500000,500000,0
RPM00012666,LOAN0005801,2024-03-03,2024-03-17,4000000,4000000,1
RPM00012667,LOAN0003436,2026-02-05,2026-02-22,2000000,2000000,1
RPM00012668,LOAN0007777,2022-10-09,2022-10-15,500000,500000,1
RPM00012669,LOAN0004055,2023-10-07,2023-10-07,2000000,941343,0
RPM00012670,LOAN0002213,2022-08-06,2022-08-03,4000000,4000000,0
RPM00012671,LOAN0001410,2024-08-27,2024-08-24,500000,500000,0
RPM00012672,LOAN0001297,2022-02-07,2022-02-06,2000000,2000000,0
RPM00012673,LOAN0001921,2023-06-15,2023-06-15,2000000,2000000,0
RPM00012674,LOAN0002131,2025-05-28,2025-06-11,500000,500000,1
RPM00012675,LOAN0004924,2022-12-04,2022-12-03,500000,500000,0
RPM00012676,LOAN0001881,2022-03-25,2022-03-24,1000000,1000000,0
RPM00012677,LOAN0002523,2022-02-20,2022-02-20,2000000,2000000,0
RPM00012678,LOAN0006963,2024-07-01,2024-07-01,300000,300000,0
RPM00012679,LOAN0006834,2023-03-21,2023-04-11,4000000,4000000,1
RPM00012680,LOAN0000694,2023-10-23,2023-10-20,300000,300000,0
RPM00012681,LOAN0000777,2022-06-06,2022-06-22,2000000,2000000,1
RPM00012682,LOAN0003193,2023-09-09,2023-09-06,4000000,4000000,0
RPM00012683,LOAN0007392,2024-10-03,2024-10-23,4000000,4000000,1
RPM00012684,LOAN0007712,2026-01-28,2026-01-26,500000,500000,0
RPM00012685,LOAN0002373,2023-09-22,2023-10-17,2000000,2000000,1
RPM00012686,LOAN0002854,2022-02-01,2022-02-19,2000000,2000000,1
RPM00012687,LOAN0001953,2023-11-10,2023-11-08,500000,500000,0
RPM00012688,LOAN0001502,2023-04-30,2023-04-27,500000,500000,0
RPM00012689,LOAN0006823,2024-04-24,2024-04-22,4000000,4000000,0
RPM00012690,LOAN0006409,2024-02-04,2024-02-04,4000000,4000000,0
RPM00012691,LOAN0005721,2025-09-05,2025-09-03,500000,500000,0
RPM00012692,LOAN0000966,2023-02-05,2023-02-02,500000,500000,0
RPM00012693,LOAN0003342,2023-09-25,2023-09-22,300000,300000,0
RPM00012694,LOAN0002190,2024-04-26,2024-04-25,300000,117464,0
RPM00012695,LOAN0004904,2023-05-29,2023-05-28,500000,500000,0
RPM00012696,LOAN0000067,2023-06-02,2023-06-23,300000,300000,1
RPM00012697,LOAN0006688,2023-10-01,2023-09-28,1000000,1000000,0
RPM00012698,LOAN0007028,2024-06-23,2024-06-22,2000000,2000000,0
RPM00012699,LOAN0002141,2022-08-04,2022-08-01,300000,300000,0
RPM00012700,LOAN0004812,2026-02-12,2026-02-10,4000000,4000000,0
RPM00012701,LOAN0006184,2022-05-17,2022-05-16,500000,332862,0
RPM00012702,LOAN0003270,2023-04-21,2023-04-21,4000000,4000000,0
RPM00012703,LOAN0004478,2023-06-04,2023-06-03,300000,300000,0
RPM00012704,LOAN0000316,2025-05-20,2025-06-12,300000,300000,1
RPM00012705,LOAN0000354,2023-07-29,2023-07-29,1000000,1000000,0
RPM00012706,LOAN0006043,2022-11-02,2022-11-25,1000000,1000000,1
RPM00012707,LOAN0006459,2024-03-08,2024-03-08,2000000,2000000,0
RPM00012708,LOAN0007322,2023-01-16,2023-01-16,1000000,1000000,0
RPM00012709,LOAN0007177,2024-11-09,2024-11-15,300000,300000,1
RPM00012710,LOAN0003397,2026-05-06,2026-05-03,1000000,1000000,0
RPM00012711,LOAN0007277,2026-02-23,2026-02-23,500000,500000,0
RPM00012712,LOAN0002941,2023-01-08,2023-01-29,4000000,4000000,1
RPM00012713,LOAN0000560,2025-09-24,2025-10-03,500000,500000,1
RPM00012714,LOAN0005870,2024-10-09,2024-10-27,500000,500000,1
RPM00012715,LOAN0005781,2025-01-11,2025-01-09,4000000,4000000,0
RPM00012716,LOAN0005961,2024-08-29,2024-08-27,300000,300000,0
RPM00012717,LOAN0005927,2024-09-19,2024-09-17,1000000,1000000,0
RPM00012718,LOAN0005347,2026-02-08,2026-02-07,500000,500000,0
RPM00012719,LOAN0001617,2025-07-16,2025-07-14,2000000,2000000,0
RPM00012720,LOAN0002835,2022-06-15,2022-06-15,300000,90916,0
RPM00012721,LOAN0006168,2026-01-07,2026-01-05,4000000,4000000,0
RPM00012722,LOAN0004581,2026-03-24,2026-03-23,300000,300000,0
RPM00012723,LOAN0007160,2026-03-16,2026-03-14,1000000,1000000,0
RPM00012724,LOAN0005211,2023-09-04,2023-09-22,1000000,1000000,1
RPM00012725,LOAN0005653,2024-02-24,2024-02-21,1000000,1000000,0
RPM00012726,LOAN0002086,2022-02-11,2022-02-10,4000000,4000000,0
RPM00012727,LOAN0004683,2024-11-21,2024-11-21,1000000,1000000,0
RPM00012728,LOAN0007028,2022-06-28,2022-07-16,2000000,2000000,1
RPM00012729,LOAN0007990,2024-02-04,2024-02-02,500000,500000,0
RPM00012730,LOAN0006677,2024-05-18,2024-05-18,1000000,696661,0
RPM00012731,LOAN0001468,2022-04-24,2022-04-24,500000,500000,0
RPM00012732,LOAN0003523,2023-05-19,2023-05-17,2000000,2000000,0
RPM00012733,LOAN0005431,2023-05-12,2023-05-11,4000000,1912752,0
RPM00012734,LOAN0007171,2023-10-31,2023-11-17,4000000,4000000,1
RPM00012735,LOAN0004627,2022-11-22,2022-11-20,4000000,4000000,0
RPM00012736,LOAN0000394,2026-01-07,2026-01-07,1000000,1000000,0
RPM00012737,LOAN0007773,2024-08-26,2024-08-23,4000000,4000000,0
RPM00012738,LOAN0006216,2024-05-10,2024-05-27,1000000,1000000,1
RPM00012739,LOAN0006194,2022-04-07,2022-04-05,4000000,4000000,0
RPM00012740,LOAN0005537,2024-05-21,2024-05-20,500000,500000,0
RPM00012741,LOAN0000529,2023-01-11,2023-01-11,300000,300000,0
RPM00012742,LOAN0005509,2023-06-10,2023-06-09,300000,100295,0
RPM00012743,LOAN0003810,2024-11-27,2024-11-24,2000000,1286850,0
RPM00012744,LOAN0005758,2024-05-12,2024-05-11,500000,500000,0
RPM00012745,LOAN0001949,2025-05-21,2025-05-21,300000,300000,0
RPM00012746,LOAN0001583,2025-01-28,2025-01-27,500000,500000,0
RPM00012747,LOAN0004391,2026-02-19,2026-02-18,300000,300000,0
RPM00012748,LOAN0007301,2026-02-09,2026-02-06,500000,500000,0
RPM00012749,LOAN0004752,2025-11-22,2025-12-13,1000000,1000000,1
RPM00012750,LOAN0001042,2025-05-04,2025-05-02,2000000,2000000,0
RPM00012751,LOAN0000562,2022-03-10,2022-03-22,1000000,1000000,1
RPM00012752,LOAN0006244,2024-02-17,2024-02-22,1000000,1000000,1
RPM00012753,LOAN0007107,2025-11-12,2025-11-15,2000000,2000000,1
RPM00012754,LOAN0005837,2026-01-09,2026-01-07,500000,500000,0
RPM00012755,LOAN0004996,2024-07-31,2024-07-28,4000000,4000000,0
RPM00012756,LOAN0000625,2023-12-26,2023-12-26,4000000,4000000,0
RPM00012757,LOAN0001253,2022-06-15,2022-06-13,300000,300000,0
RPM00012758,LOAN0005557,2024-04-28,2024-05-18,1000000,1000000,1
RPM00012759,LOAN0003562,2025-05-26,2025-05-23,1000000,1000000,0
RPM00012760,LOAN0004576,2025-11-05,2025-11-03,1000000,1000000,0
RPM00012761,LOAN0000175,2023-10-25,2023-10-25,1000000,1000000,0
RPM00012762,LOAN0005129,2024-05-23,2024-05-21,300000,300000,0
RPM00012763,LOAN0007040,2024-08-17,2024-08-15,1000000,1000000,0
RPM00012764,LOAN0000742,2023-03-06,2023-03-04,500000,500000,0
RPM00012765,LOAN0004026,2024-11-17,2024-11-15,500000,500000,0
RPM00012766,LOAN0006691,2025-07-09,2025-07-08,500000,500000,0
RPM00012767,LOAN0004423,2024-09-22,2024-10-08,2000000,2000000,1
RPM00012768,LOAN0002550,2026-04-01,2026-04-01,300000,300000,0
RPM00012769,LOAN0005276,2025-06-01,2025-06-20,500000,500000,1
RPM00012770,LOAN0002764,2023-01-19,2023-01-16,1000000,1000000,0
RPM00012771,LOAN0004017,2025-10-16,2025-10-13,300000,300000,0
RPM00012772,LOAN0000232,2023-05-17,2023-05-14,300000,300000,0
RPM00012773,LOAN0007528,2026-03-07,2026-03-05,1000000,1000000,0
RPM00012774,LOAN0007334,2023-06-14,2023-07-08,500000,500000,1
RPM00012775,LOAN0005524,2024-08-25,2024-08-22,2000000,2000000,0
RPM00012776,LOAN0001523,2022-05-27,2022-05-29,4000000,4000000,1
RPM00012777,LOAN0001276,2023-10-13,2023-10-12,1000000,1000000,0
RPM00012778,LOAN0002975,2022-11-21,2022-11-20,4000000,4000000,0
RPM00012779,LOAN0005523,2024-04-11,2024-04-10,4000000,4000000,0
RPM00012780,LOAN0003247,2023-04-14,2023-04-12,1000000,1000000,0
RPM00012781,LOAN0000246,2022-03-13,2022-03-28,4000000,4000000,1
RPM00012782,LOAN0007425,2023-01-27,2023-01-25,500000,500000,0
RPM00012783,LOAN0002571,2024-10-06,2024-10-05,500000,500000,0
RPM00012784,LOAN0005173,2022-02-04,2022-02-01,500000,500000,0
RPM00012785,LOAN0006780,2022-09-02,2022-09-02,4000000,4000000,0
RPM00012786,LOAN0004096,2026-05-22,2026-05-21,300000,300000,0
RPM00012787,LOAN0007112,2025-07-06,2025-07-04,4000000,4000000,0
RPM00012788,LOAN0007974,2022-10-01,2022-10-13,1000000,1000000,1
RPM00012789,LOAN0000418,2025-11-27,2025-11-25,500000,500000,0
RPM00012790,LOAN0005819,2025-03-11,2025-03-08,500000,500000,0
RPM00012791,LOAN0000924,2025-11-19,2025-11-18,300000,300000,0
RPM00012792,LOAN0006182,2023-08-31,2023-08-30,500000,500000,0
RPM00012793,LOAN0006255,2024-05-23,2024-05-22,500000,500000,0
RPM00012794,LOAN0000881,2025-04-10,2025-04-08,4000000,4000000,0
RPM00012795,LOAN0006196,2022-07-23,2022-07-20,1000000,1000000,0
RPM00012796,LOAN0007509,2026-03-19,2026-03-19,4000000,4000000,0
RPM00012797,LOAN0003381,2023-12-15,2023-12-13,4000000,4000000,0
RPM00012798,LOAN0007060,2022-02-24,2022-02-21,4000000,4000000,0
RPM00012799,LOAN0002997,2026-01-01,2026-01-23,2000000,2000000,1
RPM00012800,LOAN0003163,2023-04-05,2023-04-05,500000,500000,0
RPM00012801,LOAN0000625,2025-01-15,2025-01-13,300000,300000,0
RPM00012802,LOAN0002819,2025-06-05,2025-06-05,1000000,1000000,0
RPM00012803,LOAN0001389,2022-02-19,2022-02-19,500000,500000,0
RPM00012804,LOAN0005554,2024-11-12,2024-11-23,4000000,4000000,1
RPM00012805,LOAN0000745,2025-07-03,2025-06-30,1000000,1000000,0
RPM00012806,LOAN0007531,2025-03-31,2025-04-03,500000,500000,1
RPM00012807,LOAN0000262,2025-01-21,2025-01-19,4000000,4000000,0
RPM00012808,LOAN0002619,2022-08-19,2022-08-19,300000,300000,0
RPM00012809,LOAN0007880,2022-10-02,2022-09-29,4000000,4000000,0
RPM00012810,LOAN0002706,2024-02-06,2024-02-04,500000,500000,0
RPM00012811,LOAN0004115,2025-08-13,2025-08-13,1000000,1000000,0
RPM00012812,LOAN0007024,2024-01-02,2024-01-01,300000,300000,0
RPM00012813,LOAN0005836,2026-01-17,2026-01-17,1000000,419252,0
RPM00012814,LOAN0007652,2024-08-11,2024-08-10,1000000,767043,0
RPM00012815,LOAN0003194,2023-04-26,2023-05-16,4000000,4000000,1
RPM00012816,LOAN0002764,2022-05-12,2022-05-10,1000000,1000000,0
RPM00012817,LOAN0002302,2024-02-02,2024-02-13,4000000,1539387,1
RPM00012818,LOAN0006275,2023-07-16,2023-07-14,2000000,2000000,0
RPM00012819,LOAN0001798,2024-12-18,2024-12-18,1000000,1000000,0
RPM00012820,LOAN0001390,2026-03-01,2026-03-01,1000000,1000000,0
RPM00012821,LOAN0004039,2022-03-22,2022-03-22,500000,500000,0
RPM00012822,LOAN0002576,2023-03-26,2023-04-19,2000000,1301847,1
RPM00012823,LOAN0006266,2024-07-20,2024-07-20,500000,500000,0
RPM00012824,LOAN0007572,2025-04-30,2025-04-29,1000000,527389,0
RPM00012825,LOAN0002621,2026-01-14,2026-01-11,1000000,1000000,0
RPM00012826,LOAN0006996,2025-11-04,2025-11-02,2000000,2000000,0
RPM00012827,LOAN0007663,2023-02-06,2023-02-24,2000000,2000000,1
RPM00012828,LOAN0003185,2026-01-22,2026-02-05,1000000,1000000,1
RPM00012829,LOAN0007673,2025-02-01,2025-02-13,4000000,2248745,1
RPM00012830,LOAN0004656,2024-02-13,2024-02-25,1000000,1000000,1
RPM00012831,LOAN0003097,2024-08-30,2024-08-28,1000000,1000000,0
RPM00012832,LOAN0004478,2025-06-13,2025-06-10,1000000,1000000,0
RPM00012833,LOAN0001088,2024-01-17,2024-01-16,500000,500000,0
RPM00012834,LOAN0002323,2022-07-30,2022-07-28,2000000,2000000,0
RPM00012835,LOAN0004848,2026-02-28,2026-02-25,2000000,2000000,0
RPM00012836,LOAN0005877,2024-11-10,2024-11-10,2000000,2000000,0
RPM00012837,LOAN0006126,2024-11-16,2024-11-23,2000000,2000000,1
RPM00012838,LOAN0001687,2023-02-04,2023-02-04,500000,500000,0
RPM00012839,LOAN0000952,2024-03-03,2024-03-08,500000,500000,1
RPM00012840,LOAN0001132,2026-05-28,2026-06-05,2000000,2000000,1
RPM00012841,LOAN0000830,2023-01-24,2023-01-23,1000000,710518,0
RPM00012842,LOAN0003053,2023-08-22,2023-09-01,2000000,2000000,1
RPM00012843,LOAN0001327,2024-07-27,2024-07-24,2000000,2000000,0
RPM00012844,LOAN0000190,2022-11-12,2022-12-05,2000000,2000000,1
RPM00012845,LOAN0000256,2024-03-05,2024-03-04,2000000,2000000,0
RPM00012846,LOAN0002816,2024-03-18,2024-03-15,1000000,1000000,0
RPM00012847,LOAN0006345,2026-01-30,2026-01-29,4000000,4000000,0
RPM00012848,LOAN0002129,2026-01-19,2026-01-16,300000,124116,0
RPM00012849,LOAN0003305,2025-12-09,2025-12-28,2000000,2000000,1
RPM00012850,LOAN0000080,2022-10-29,2022-10-29,1000000,1000000,0
RPM00012851,LOAN0002507,2023-10-22,2023-10-22,300000,300000,0
RPM00012852,LOAN0000673,2025-12-15,2025-12-13,1000000,1000000,0
RPM00012853,LOAN0005717,2023-12-21,2023-12-19,1000000,1000000,0
RPM00012854,LOAN0004874,2024-06-01,2024-05-29,300000,300000,0
RPM00012855,LOAN0003909,2023-03-20,2023-03-19,2000000,2000000,0
RPM00012856,LOAN0000488,2022-04-11,2022-04-10,4000000,4000000,0
RPM00012857,LOAN0001952,2023-06-29,2023-06-27,4000000,4000000,0
RPM00012858,LOAN0001868,2022-09-10,2022-09-23,4000000,4000000,1
RPM00012859,LOAN0000864,2023-07-16,2023-07-16,500000,500000,0
RPM00012860,LOAN0001964,2022-10-29,2022-10-30,2000000,2000000,1
RPM00012861,LOAN0002071,2025-06-10,2025-06-30,4000000,4000000,1
RPM00012862,LOAN0001366,2022-12-03,2022-12-02,1000000,1000000,0
RPM00012863,LOAN0002314,2025-09-09,2025-09-09,2000000,2000000,0
RPM00012864,LOAN0007838,2025-06-08,2025-06-07,1000000,1000000,0
RPM00012865,LOAN0001331,2024-01-18,2024-01-18,300000,300000,0
RPM00012866,LOAN0007723,2022-12-09,2022-12-09,4000000,4000000,0
RPM00012867,LOAN0002847,2026-03-01,2026-02-28,4000000,4000000,0
RPM00012868,LOAN0006790,2025-06-27,2025-06-28,2000000,2000000,1
RPM00012869,LOAN0004005,2023-07-02,2023-07-02,300000,300000,0
RPM00012870,LOAN0007602,2023-04-10,2023-04-09,300000,300000,0
RPM00012871,LOAN0005207,2024-02-24,2024-02-23,300000,300000,0
RPM00012872,LOAN0007297,2025-05-18,2025-05-17,500000,500000,0
RPM00012873,LOAN0004586,2024-08-17,2024-08-14,4000000,4000000,0
RPM00012874,LOAN0007191,2023-06-25,2023-06-24,500000,500000,0
RPM00012875,LOAN0002809,2023-12-31,2023-12-28,2000000,2000000,0
RPM00012876,LOAN0004272,2022-07-24,2022-07-23,1000000,1000000,0
RPM00012877,LOAN0001232,2024-09-27,2024-09-27,300000,300000,0
RPM00012878,LOAN0001705,2022-02-26,2022-02-26,2000000,2000000,0
RPM00012879,LOAN0003724,2023-02-05,2023-02-04,1000000,1000000,0
RPM00012880,LOAN0006827,2023-03-24,2023-03-21,4000000,4000000,0
RPM00012881,LOAN0005292,2022-12-15,2022-12-23,1000000,1000000,1
RPM00012882,LOAN0007535,2025-06-26,2025-07-07,300000,300000,1
RPM00012883,LOAN0000388,2023-04-20,2023-04-19,500000,500000,0
RPM00012884,LOAN0000301,2023-12-02,2023-12-01,1000000,1000000,0
