account_id,customer_id,account_type,balance,interest_rate,opened_at,status
ACC0001745,CUST000044,DEPOSITO,6026410,3.68,2024-05-14,ACTIVE
ACC0001746,CUST002533,TABUNGAN,465217,1.03,2022-03-02,ACTIVE
ACC0001747,CUST003201,TABUNGAN,7478884,2.82,2022-11-20,ACTIVE
ACC0001748,CUST000331,TABUNGAN,3123716,3.02,2024-04-30,ACTIVE
ACC0001749,CUST004192,TABUNGAN,3040109,2.24,2025-12-17,ACTIVE
ACC0001750,CUST001112,TABUNGAN,3183295,0.93,2024-08-11,ACTIVE
ACC0001751,CUST000435,TABUNGAN,9473166,1.03,2024-07-14,ACTIVE
ACC0001752,CUST001790,TABUNGAN,3753434,1.8,2025-02-17,ACTIVE
ACC0001753,CUST001934,TABUNGAN,4499835,0.82,2022-05-30,CLOSED
ACC0001754,CUST003513,TABUNGAN,33037581,2.85,2025-05-08,ACTIVE
ACC0001755,CUST002562,TABUNGAN,13412214,1.58,2021-09-06,ACTIVE
ACC0001756,CUST002529,TABUNGAN,865021,3.01,2025-12-02,ACTIVE
ACC0001757,CUST004522,TABUNGAN,871850,2.4,2023-02-01,ACTIVE
ACC0001758,CUST004344,TABUNGAN,2370855,1.18,2024-01-06,ACTIVE
ACC0001759,CUST001788,TABUNGAN,3679444,1.61,2025-10-25,ACTIVE
ACC0001760,CUST003496,TABUNGAN,5443987,3.19,2022-04-17,ACTIVE
ACC0001761,CUST001226,TABUNGAN,1458376,2.94,2023-04-26,ACTIVE
ACC0001762,CUST000484,DEPOSITO,1263642,4.42,2025-08-22,ACTIVE
ACC0001763,CUST002737,TABUNGAN,7153458,2.06,2025-05-11,ACTIVE
ACC0001764,CUST002046,TABUNGAN,4431103,3.26,2023-02-07,ACTIVE
ACC0001765,CUST003234,TABUNGAN,4136997,0.74,2023-12-12,ACTIVE
ACC0001766,CUST004154,TABUNGAN,3203299,2.73,2023-08-31,ACTIVE
ACC0001767,CUST003909,TABUNGAN,912966,1.62,2023-10-10,ACTIVE
ACC0001768,CUST003256,TABUNGAN,2781648,2.9,2025-04-02,ACTIVE
ACC0001769,CUST002699,TABUNGAN,3110716,3.44,2023-12-14,ACTIVE
ACC0001770,CUST004141,TABUNGAN,6666320,1.99,2025-04-15,ACTIVE
ACC0001771,CUST004676,DEPOSITO,5040862,5.54,2022-01-01,ACTIVE
ACC0001772,CUST001662,DEPOSITO,7525566,3.13,2022-04-20,ACTIVE
ACC0001773,CUST003542,DEPOSITO,3047449,4.24,2023-09-23,ACTIVE
ACC0001774,CUST002477,DEPOSITO,2127482,5.66,2025-01-02,ACTIVE
ACC0001775,CUST001292,TABUNGAN,5398841,1.14,2022-10-27,ACTIVE
ACC0001776,CUST003779,DEPOSITO,711158,2.52,2021-10-11,DORMANT
ACC0001777,CUST003793,TABUNGAN,358705,1.37,2022-02-07,ACTIVE
ACC0001778,CUST004820,TABUNGAN,10235504,2.15,2025-07-31,ACTIVE
ACC0001779,CUST001184,TABUNGAN,6122143,2.22,2021-11-13,ACTIVE
ACC0001780,CUST001538,TABUNGAN,9891334,3.14,2024-04-22,ACTIVE
ACC0001781,CUST000301,TABUNGAN,1444479,2.48,2024-09-28,ACTIVE
ACC0001782,CUST003804,TABUNGAN,1445527,2.54,2021-11-25,ACTIVE
ACC0001783,CUST004161,TABUNGAN,11823560,1.3,2022-07-23,ACTIVE
ACC0001784,CUST000301,TABUNGAN,4994098,1.01,2021-11-05,ACTIVE
ACC0001785,CUST001222,TABUNGAN,7880774,2.49,2023-06-08,ACTIVE
ACC0001786,CUST002930,TABUNGAN,14396532,1.58,2022-08-24,ACTIVE
ACC0001787,CUST001589,TABUNGAN,11330304,2.29,2025-07-27,ACTIVE
ACC0001788,CUST001945,TABUNGAN,6094743,0.91,2024-11-22,ACTIVE
ACC0001789,CUST000480,DEPOSITO,19358261,3.09,2025-08-06,ACTIVE
ACC0001790,CUST004850,TABUNGAN,698539,2.99,2025-05-06,ACTIVE
ACC0001791,CUST001040,TABUNGAN,3367890,3.49,2023-08-07,ACTIVE
ACC0001792,CUST004199,TABUNGAN,3222106,2.14,2026-02-25,ACTIVE
ACC0001793,CUST000970,TABUNGAN,1798165,2.66,2025-10-14,ACTIVE
ACC0001794,CUST000235,TABUNGAN,8784511,2.69,2026-02-28,ACTIVE
ACC0001795,CUST003425,TABUNGAN,1607415,1.46,2022-07-24,ACTIVE
ACC0001796,CUST000674,TABUNGAN,1965466,3.01,2022-02-26,ACTIVE
ACC0001797,CUST004811,TABUNGAN,10894012,1.67,2022-03-29,ACTIVE
ACC0001798,CUST003707,TABUNGAN,1110717,0.8,2023-09-16,ACTIVE
ACC0001799,CUST001685,TABUNGAN,3404417,0.74,2021-11-11,ACTIVE
ACC0001800,CUST004780,TABUNGAN,1952838,0.75,2024-04-24,ACTIVE
ACC0001801,CUST001938,TABUNGAN,1329006,0.76,2025-02-06,ACTIVE
ACC0001802,CUST002536,TABUNGAN,1768763,0.89,2022-07-26,ACTIVE
ACC0001803,CUST001100,TABUNGAN,6235845,2.77,2021-09-28,ACTIVE
ACC0001804,CUST002185,TABUNGAN,2336852,1.14,2025-05-19,ACTIVE
ACC0001805,CUST000059,TABUNGAN,3085401,0.99,2025-12-08,ACTIVE
ACC0001806,CUST004062,DEPOSITO,486590,3.25,2025-10-03,DORMANT
ACC0001807,CUST003455,DEPOSITO,10824777,5.37,2022-11-12,ACTIVE
ACC0001808,CUST001711,TABUNGAN,984015,1.48,2022-05-11,ACTIVE
ACC0001809,CUST001099,TABUNGAN,2743940,1.74,2023-12-27,CLOSED
ACC0001810,CUST000172,DEPOSITO,6951242,5.06,2025-04-28,ACTIVE
ACC0001811,CUST001817,TABUNGAN,20610877,2.83,2024-08-27,ACTIVE
ACC0001812,CUST002413,TABUNGAN,4576850,2.42,2025-05-11,ACTIVE
ACC0001813,CUST000411,TABUNGAN,2199044,1.19,2026-02-17,ACTIVE
ACC0001814,CUST004995,DEPOSITO,3444342,2.93,2025-11-21,DORMANT
ACC0001815,CUST004999,TABUNGAN,4656439,2.98,2025-01-15,ACTIVE
ACC0001816,CUST003275,TABUNGAN,1581446,2.76,2026-02-04,ACTIVE
ACC0001817,CUST000895,TABUNGAN,745911,1.47,2022-11-09,ACTIVE
ACC0001818,CUST004947,TABUNGAN,2637241,0.56,2022-05-05,ACTIVE
ACC0001819,CUST004903,TABUNGAN,1440359,3.29,2022-02-25,ACTIVE
ACC0001820,CUST004223,DEPOSITO,1951315,3.35,2026-03-20,ACTIVE
ACC0001821,CUST004770,TABUNGAN,1301388,1.02,2024-01-25,DORMANT
ACC0001822,CUST002989,TABUNGAN,1913791,2.85,2022-12-16,ACTIVE
ACC0001823,CUST000844,TABUNGAN,3850687,1.6,2022-06-19,CLOSED
ACC0001824,CUST003114,DEPOSITO,3535462,5.79,2022-01-13,DORMANT
ACC0001825,CUST004993,TABUNGAN,3073486,3.32,2022-07-06,ACTIVE
ACC0001826,CUST004997,TABUNGAN,2288223,3.14,2025-01-30,ACTIVE
ACC0001827,CUST004196,TABUNGAN,7094511,0.8,2024-11-12,ACTIVE
ACC0001828,CUST000407,TABUNGAN,4003739,1.33,2025-05-11,ACTIVE
ACC0001829,CUST003075,TABUNGAN,3782463,3.29,2023-12-12,ACTIVE
ACC0001830,CUST000642,TABUNGAN,23056214,1.45,2021-11-24,ACTIVE
ACC0001831,CUST001279,DEPOSITO,267672,3.67,2023-11-30,ACTIVE
ACC0001832,CUST000227,TABUNGAN,2040865,1.38,2023-11-22,ACTIVE
ACC0001833,CUST002173,TABUNGAN,1583932,0.52,2023-08-13,ACTIVE
ACC0001834,CUST000935,TABUNGAN,6139632,1.88,2025-04-09,ACTIVE
ACC0001835,CUST000951,TABUNGAN,9945163,1.84,2025-02-27,ACTIVE
ACC0001836,CUST004151,TABUNGAN,1855552,2.68,2023-08-13,ACTIVE
ACC0001837,CUST002418,TABUNGAN,1094877,2.33,2021-08-31,DORMANT
ACC0001838,CUST004018,DEPOSITO,4770187,3.54,2022-01-13,ACTIVE
ACC0001839,CUST001449,DEPOSITO,9781648,5.82,2023-12-09,DORMANT
ACC0001840,CUST001748,TABUNGAN,2823929,2.95,2024-07-12,ACTIVE
ACC0001841,CUST002451,TABUNGAN,3167122,1.15,2022-10-08,ACTIVE
ACC0001842,CUST002150,TABUNGAN,4063888,3.41,2024-05-03,ACTIVE
ACC0001843,CUST002317,TABUNGAN,5664512,2.61,2025-11-28,DORMANT
ACC0001844,CUST003526,TABUNGAN,1246668,1.0,2021-11-26,ACTIVE
ACC0001845,CUST000233,DEPOSITO,2024597,3.77,2023-12-22,ACTIVE
ACC0001846,CUST003461,TABUNGAN,4634516,3.28,2023-05-07,ACTIVE
ACC0001847,CUST000424,TABUNGAN,7575714,1.57,2021-07-24,CLOSED
ACC0001848,CUST000398,TABUNGAN,10940813,2.86,2025-04-07,ACTIVE
ACC0001849,CUST000120,TABUNGAN,72151518,3.3,2021-11-07,DORMANT
ACC0001850,CUST000902,TABUNGAN,1966764,2.85,2021-07-16,ACTIVE
ACC0001851,CUST000663,TABUNGAN,2560197,0.82,2024-02-09,ACTIVE
ACC0001852,CUST002092,TABUNGAN,4663867,2.33,2021-09-23,ACTIVE
ACC0001853,CUST000466,DEPOSITO,1007588,2.63,2025-02-08,DORMANT
ACC0001854,CUST003068,TABUNGAN,2530417,1.5,2022-02-20,ACTIVE
ACC0001855,CUST000524,TABUNGAN,28464840,0.75,2025-06-25,ACTIVE
ACC0001856,CUST002967,TABUNGAN,2225819,2.07,2024-05-25,ACTIVE
ACC0001857,CUST000608,TABUNGAN,2765687,1.92,2022-12-19,DORMANT
ACC0001858,CUST000352,TABUNGAN,3168979,2.02,2025-04-18,ACTIVE
ACC0001859,CUST000628,TABUNGAN,3011259,3.42,2023-01-29,ACTIVE
ACC0001860,CUST000531,DEPOSITO,9242807,3.94,2025-10-28,ACTIVE
ACC0001861,CUST000628,TABUNGAN,1434753,0.9,2023-01-24,ACTIVE
ACC0001862,CUST003003,TABUNGAN,6665740,3.02,2023-12-24,ACTIVE
ACC0001863,CUST003674,TABUNGAN,2215669,2.0,2021-12-12,ACTIVE
ACC0001864,CUST003769,DEPOSITO,584956,4.91,2023-05-06,DORMANT
ACC0001865,CUST004918,TABUNGAN,6686141,1.07,2025-08-28,DORMANT
ACC0001866,CUST001042,DEPOSITO,361754,4.58,2022-07-23,ACTIVE
ACC0001867,CUST002651,TABUNGAN,1378240,1.86,2025-01-03,DORMANT
ACC0001868,CUST004982,TABUNGAN,11039082,2.23,2024-09-16,ACTIVE
ACC0001869,CUST000825,DEPOSITO,3521351,4.86,2025-06-02,ACTIVE
ACC0001870,CUST003985,TABUNGAN,14672293,3.38,2023-05-15,ACTIVE
ACC0001871,CUST002256,DEPOSITO,4205332,4.08,2026-03-06,ACTIVE
ACC0001872,CUST001146,DEPOSITO,7618689,3.54,2022-06-26,ACTIVE
ACC0001873,CUST002918,TABUNGAN,749879,2.55,2021-09-18,ACTIVE
ACC0001874,CUST003232,TABUNGAN,5465160,3.14,2023-04-21,ACTIVE
ACC0001875,CUST003833,TABUNGAN,9440662,3.07,2025-03-28,ACTIVE
ACC0001876,CUST002999,TABUNGAN,2823625,2.17,2025-02-01,ACTIVE
ACC0001877,CUST000693,TABUNGAN,10613946,1.92,2021-06-05,ACTIVE
ACC0001878,CUST002200,TABUNGAN,1349902,3.24,2021-12-19,ACTIVE
ACC0001879,CUST001464,TABUNGAN,627345,1.53,2024-05-26,ACTIVE
ACC0001880,CUST003448,TABUNGAN,2427833,1.06,2023-03-10,ACTIVE
ACC0001881,CUST004446,TABUNGAN,22971044,1.3,2025-10-08,ACTIVE
ACC0001882,CUST000561,TABUNGAN,9522366,2.54,2025-08-18,ACTIVE
ACC0001883,CUST002672,TABUNGAN,6055926,1.18,2021-09-21,ACTIVE
ACC0001884,CUST002372,TABUNGAN,4037052,2.82,2024-07-12,ACTIVE
ACC0001885,CUST002449,TABUNGAN,5949508,3.2,2023-04-25,ACTIVE
ACC0001886,CUST000791,TABUNGAN,10099438,0.8,2024-09-04,ACTIVE
ACC0001887,CUST004539,TABUNGAN,1675287,2.22,2025-06-23,ACTIVE
ACC0001888,CUST003815,TABUNGAN,3418528,1.59,2025-07-16,DORMANT
ACC0001889,CUST002330,TABUNGAN,7701663,0.83,2024-08-02,DORMANT
ACC0001890,CUST001966,TABUNGAN,1980962,2.34,2022-05-28,ACTIVE
ACC0001891,CUST003077,TABUNGAN,8646732,1.76,2024-07-24,DORMANT
ACC0001892,CUST000150,TABUNGAN,25197943,1.0,2024-11-29,ACTIVE
ACC0001893,CUST001379,TABUNGAN,1675048,2.36,2026-04-25,ACTIVE
ACC0001894,CUST000272,TABUNGAN,8356962,1.38,2022-05-31,ACTIVE
ACC0001895,CUST000188,TABUNGAN,3068294,1.66,2023-04-25,ACTIVE
ACC0001896,CUST003270,TABUNGAN,25998993,2.37,2025-10-30,ACTIVE
ACC0001897,CUST004012,DEPOSITO,1421012,4.74,2025-11-24,DORMANT
ACC0001898,CUST004885,TABUNGAN,1466823,1.65,2021-07-21,ACTIVE
ACC0001899,CUST004802,TABUNGAN,847658,0.53,2022-02-28,ACTIVE
ACC0001900,CUST002216,TABUNGAN,1291448,1.82,2026-03-12,ACTIVE
ACC0001901,CUST003839,DEPOSITO,537642,2.56,2025-10-16,ACTIVE
ACC0001902,CUST001768,TABUNGAN,1347237,3.23,2024-03-12,ACTIVE
ACC0001903,CUST000406,DEPOSITO,1601089,3.89,2022-02-04,ACTIVE
ACC0001904,CUST002854,TABUNGAN,8346522,2.43,2025-10-05,DORMANT
ACC0001905,CUST004168,TABUNGAN,4558991,1.69,2023-02-09,ACTIVE
ACC0001906,CUST003555,TABUNGAN,2052634,3.43,2021-11-20,ACTIVE
ACC0001907,CUST001400,TABUNGAN,8681111,1.37,2025-10-09,ACTIVE
ACC0001908,CUST001706,TABUNGAN,9186555,1.14,2022-08-27,ACTIVE
ACC0001909,CUST001221,TABUNGAN,528518,2.52,2023-07-16,ACTIVE
ACC0001910,CUST000807,TABUNGAN,4049330,1.68,2024-03-07,DORMANT
ACC0001911,CUST004062,DEPOSITO,567645,5.82,2022-05-23,ACTIVE
ACC0001912,CUST000313,TABUNGAN,5249392,1.94,2026-01-19,ACTIVE
ACC0001913,CUST004361,TABUNGAN,3068424,1.85,2022-07-04,ACTIVE
ACC0001914,CUST000450,DEPOSITO,7334068,4.15,2021-06-08,ACTIVE
ACC0001915,CUST004797,TABUNGAN,4215546,1.04,2021-07-15,ACTIVE
ACC0001916,CUST004626,TABUNGAN,4987380,1.96,2023-05-31,ACTIVE
ACC0001917,CUST000380,TABUNGAN,56953312,1.1,2022-10-10,ACTIVE
ACC0001918,CUST004233,TABUNGAN,3814715,1.93,2026-01-01,ACTIVE
ACC0001919,CUST001833,TABUNGAN,2429799,1.95,2025-03-31,ACTIVE
ACC0001920,CUST000645,TABUNGAN,13209890,3.34,2024-06-25,ACTIVE
ACC0001921,CUST001732,DEPOSITO,16094256,4.32,2021-10-16,ACTIVE
ACC0001922,CUST003379,TABUNGAN,16294415,2.82,2021-12-04,ACTIVE
ACC0001923,CUST000218,TABUNGAN,13966770,3.46,2024-12-16,ACTIVE
ACC0001924,CUST002843,TABUNGAN,15316398,3.3,2024-09-19,ACTIVE
ACC0001925,CUST000563,DEPOSITO,4717266,4.69,2025-06-03,ACTIVE
ACC0001926,CUST003586,TABUNGAN,9294003,2.61,2021-09-03,CLOSED
ACC0001927,CUST000745,TABUNGAN,660740,1.75,2022-10-29,ACTIVE
ACC0001928,CUST004224,TABUNGAN,858782,3.21,2026-01-27,ACTIVE
ACC0001929,CUST004540,TABUNGAN,3622967,3.34,2022-07-16,DORMANT
ACC0001930,CUST004006,TABUNGAN,2213655,3.01,2025-11-11,DORMANT
ACC0001931,CUST002535,TABUNGAN,792859,1.93,2025-01-10,ACTIVE
ACC0001932,CUST001561,TABUNGAN,4493385,1.69,2024-07-15,ACTIVE
ACC0001933,CUST002383,TABUNGAN,4392287,1.84,2022-11-22,ACTIVE
ACC0001934,CUST001034,DEPOSITO,13582950,2.77,2021-12-23,ACTIVE
ACC0001935,CUST001886,TABUNGAN,4842649,1.74,2025-02-20,ACTIVE
ACC0001936,CUST004274,TABUNGAN,10719327,2.11,2021-11-02,ACTIVE
ACC0001937,CUST001647,TABUNGAN,6364099,0.74,2025-01-17,ACTIVE
ACC0001938,CUST000502,TABUNGAN,3686565,2.51,2022-04-12,ACTIVE
ACC0001939,CUST001675,TABUNGAN,7350797,1.61,2024-08-05,ACTIVE
ACC0001940,CUST000273,TABUNGAN,2253150,0.84,2023-05-09,ACTIVE
ACC0001941,CUST002277,TABUNGAN,9390136,0.99,2024-04-23,DORMANT
ACC0001942,CUST003034,TABUNGAN,2337358,3.34,2025-10-27,ACTIVE
ACC0001943,CUST002511,TABUNGAN,1012588,3.02,2023-10-04,ACTIVE
ACC0001944,CUST004429,DEPOSITO,2085501,2.94,2022-12-17,ACTIVE
ACC0001945,CUST004112,TABUNGAN,633034,2.02,2024-12-27,ACTIVE
ACC0001946,CUST003321,TABUNGAN,3948943,1.29,2023-01-01,ACTIVE
ACC0001947,CUST001887,TABUNGAN,7008176,2.6,2024-04-21,ACTIVE
ACC0001948,CUST000799,TABUNGAN,7321452,3.49,2024-09-18,CLOSED
ACC0001949,CUST003930,TABUNGAN,2330832,2.92,2023-09-12,ACTIVE
ACC0001950,CUST000825,TABUNGAN,14339321,2.12,2024-08-11,ACTIVE
ACC0001951,CUST001488,TABUNGAN,2763954,2.37,2021-08-19,DORMANT
ACC0001952,CUST000637,TABUNGAN,7982087,1.42,2023-03-09,DORMANT
ACC0001953,CUST000509,DEPOSITO,16159833,2.61,2023-03-31,DORMANT
ACC0001954,CUST001943,TABUNGAN,1477695,3.3,2023-01-22,ACTIVE
ACC0001955,CUST003256,TABUNGAN,20629087,0.98,2024-04-18,ACTIVE
ACC0001956,CUST002485,TABUNGAN,2220033,2.17,2025-01-30,ACTIVE
ACC0001957,CUST003838,DEPOSITO,12252067,4.62,2021-08-21,DORMANT
ACC0001958,CUST002169,TABUNGAN,42001203,3.47,2024-09-20,ACTIVE
ACC0001959,CUST003814,TABUNGAN,8913768,1.96,2026-01-25,ACTIVE
ACC0001960,CUST002693,TABUNGAN,2037225,0.81,2023-11-12,ACTIVE
ACC0001961,CUST002421,TABUNGAN,9475957,3.24,2025-02-13,DORMANT
ACC0001962,CUST000921,TABUNGAN,6184521,2.27,2022-10-13,ACTIVE
ACC0001963,CUST004814,TABUNGAN,2786903,2.2,2024-04-26,ACTIVE
ACC0001964,CUST004549,TABUNGAN,5954640,2.58,2023-03-04,ACTIVE
ACC0001965,CUST000053,TABUNGAN,2216725,1.7,2024-06-14,ACTIVE
ACC0001966,CUST000566,TABUNGAN,7918995,0.65,2025-08-17,DORMANT
ACC0001967,CUST004448,TABUNGAN,7399403,3.02,2024-05-01,ACTIVE
ACC0001968,CUST003370,DEPOSITO,7300102,2.65,2023-06-23,ACTIVE
ACC0001969,CUST004614,TABUNGAN,3660518,3.47,2024-10-15,ACTIVE
ACC0001970,CUST002230,TABUNGAN,2359059,0.88,2023-01-16,ACTIVE
ACC0001971,CUST000016,DEPOSITO,5299611,3.07,2021-06-27,ACTIVE
ACC0001972,CUST002192,TABUNGAN,2709212,2.17,2022-11-17,ACTIVE
ACC0001973,CUST003739,TABUNGAN,6139085,1.75,2024-11-05,ACTIVE
ACC0001974,CUST002942,TABUNGAN,777548,1.57,2022-10-15,ACTIVE
ACC0001975,CUST004698,TABUNGAN,1154789,2.34,2024-10-17,ACTIVE
ACC0001976,CUST001371,DEPOSITO,6450069,3.72,2022-02-09,ACTIVE
ACC0001977,CUST000823,TABUNGAN,7210476,3.18,2022-11-22,ACTIVE
ACC0001978,CUST002505,TABUNGAN,510816,1.18,2021-11-23,CLOSED
ACC0001979,CUST001784,DEPOSITO,2944385,3.75,2024-10-19,ACTIVE
ACC0001980,CUST001535,TABUNGAN,4007481,0.92,2024-11-27,ACTIVE
ACC0001981,CUST002090,DEPOSITO,15897151,5.28,2023-10-02,ACTIVE
ACC0001982,CUST001911,TABUNGAN,6883855,1.19,2021-12-09,DORMANT
ACC0001983,CUST001067,TABUNGAN,3129996,2.27,2024-08-05,ACTIVE
ACC0001984,CUST001157,DEPOSITO,5905141,4.14,2022-10-26,ACTIVE
ACC0001985,CUST004094,DEPOSITO,4662296,3.28,2023-04-07,ACTIVE
ACC0001986,CUST003512,TABUNGAN,1116251,2.35,2024-11-22,ACTIVE
ACC0001987,CUST004753,DEPOSITO,1474333,3.31,2021-06-10,ACTIVE
ACC0001988,CUST003318,DEPOSITO,6867924,5.37,2022-04-20,ACTIVE
ACC0001989,CUST004119,DEPOSITO,5636384,4.71,2024-09-25,ACTIVE
ACC0001990,CUST004648,TABUNGAN,8711285,2.48,2025-11-23,ACTIVE
ACC0001991,CUST004833,DEPOSITO,3464819,4.67,2024-04-04,ACTIVE
ACC0001992,CUST002349,DEPOSITO,35402127,4.71,2023-01-21,ACTIVE
ACC0001993,CUST004287,DEPOSITO,6126782,3.57,2025-02-06,ACTIVE
ACC0001994,CUST002193,TABUNGAN,1145270,1.68,2024-07-29,CLOSED
ACC0001995,CUST003931,TABUNGAN,6290355,1.75,2026-03-24,ACTIVE
ACC0001996,CUST000142,TABUNGAN,8469847,3.36,2024-11-30,ACTIVE
ACC0001997,CUST002649,TABUNGAN,2946525,0.95,2022-03-21,ACTIVE
ACC0001998,CUST002114,TABUNGAN,6779100,3.31,2025-12-11,ACTIVE
ACC0001999,CUST003521,TABUNGAN,1912922,3.07,2023-03-06,ACTIVE
ACC0002000,CUST003883,TABUNGAN,1607272,2.7,2022-03-28,ACTIVE
ACC0002001,CUST003136,TABUNGAN,3716655,0.96,2026-01-13,CLOSED
ACC0002002,CUST002660,TABUNGAN,8417436,3.05,2024-05-28,ACTIVE
ACC0002003,CUST000907,TABUNGAN,18015659,2.55,2023-05-26,CLOSED
ACC0002004,CUST001694,TABUNGAN,3522092,1.28,2024-12-15,ACTIVE
ACC0002005,CUST001859,DEPOSITO,2207351,5.42,2023-06-09,ACTIVE
ACC0002006,CUST004565,DEPOSITO,2511977,2.63,2022-02-03,ACTIVE
ACC0002007,CUST004887,TABUNGAN,6007472,0.52,2023-08-11,ACTIVE
ACC0002008,CUST004938,DEPOSITO,2949538,4.53,2022-07-02,ACTIVE
ACC0002009,CUST000315,TABUNGAN,83631,1.4,2025-05-12,ACTIVE
ACC0002010,CUST004592,TABUNGAN,1635889,1.92,2023-03-04,ACTIVE
ACC0002011,CUST002495,TABUNGAN,5142576,1.56,2026-03-26,ACTIVE
ACC0002012,CUST002920,TABUNGAN,3283175,1.51,2024-04-12,CLOSED
ACC0002013,CUST003221,TABUNGAN,3401951,1.66,2023-06-28,ACTIVE
ACC0002014,CUST000333,TABUNGAN,7389131,1.5,2022-12-11,DORMANT
ACC0002015,CUST002490,TABUNGAN,21058990,3.23,2025-09-28,ACTIVE
ACC0002016,CUST000710,TABUNGAN,15170676,3.27,2025-08-06,ACTIVE
ACC0002017,CUST001231,TABUNGAN,788315,2.81,2021-12-18,ACTIVE
ACC0002018,CUST001980,TABUNGAN,8903003,3.32,2025-09-25,ACTIVE
ACC0002019,CUST004058,TABUNGAN,1254621,1.02,2021-09-29,ACTIVE
ACC0002020,CUST004103,TABUNGAN,11502171,2.39,2026-04-25,DORMANT
ACC0002021,CUST002970,TABUNGAN,27547397,2.57,2022-01-19,ACTIVE
ACC0002022,CUST002280,TABUNGAN,9670967,1.14,2023-07-12,ACTIVE
ACC0002023,CUST000685,TABUNGAN,2629422,1.13,2022-02-07,ACTIVE
ACC0002024,CUST002468,TABUNGAN,4374519,2.91,2022-11-19,ACTIVE
ACC0002025,CUST003994,TABUNGAN,2754412,3.21,2022-06-08,ACTIVE
ACC0002026,CUST001999,TABUNGAN,4996119,3.33,2023-10-02,ACTIVE
ACC0002027,CUST000698,DEPOSITO,4952175,5.03,2023-06-03,ACTIVE
ACC0002028,CUST001153,DEPOSITO,11865281,4.22,2025-10-09,ACTIVE
ACC0002029,CUST000835,TABUNGAN,2160705,0.56,2024-10-24,DORMANT
ACC0002030,CUST004835,TABUNGAN,51352170,1.26,2025-11-24,ACTIVE
ACC0002031,CUST002936,TABUNGAN,11118167,1.55,2022-11-10,ACTIVE
ACC0002032,CUST004231,TABUNGAN,37782215,2.14,2023-01-04,ACTIVE
ACC0002033,CUST002876,DEPOSITO,2700617,3.54,2024-04-08,ACTIVE
ACC0002034,CUST003081,TABUNGAN,3348026,0.55,2024-05-17,DORMANT
ACC0002035,CUST001876,DEPOSITO,8275125,3.7,2024-01-02,ACTIVE
ACC0002036,CUST000612,TABUNGAN,2693565,3.26,2025-09-17,ACTIVE
ACC0002037,CUST000679,TABUNGAN,901856,2.53,2026-01-22,ACTIVE
ACC0002038,CUST001043,TABUNGAN,2556675,0.62,2022-08-10,ACTIVE
ACC0002039,CUST002148,TABUNGAN,1425986,2.58,2026-01-26,ACTIVE
ACC0002040,CUST000494,TABUNGAN,8118608,2.9,2024-08-16,ACTIVE
ACC0002041,CUST004443,TABUNGAN,19385150,3.21,2022-12-07,ACTIVE
ACC0002042,CUST000453,TABUNGAN,1555048,1.99,2025-02-18,ACTIVE
ACC0002043,CUST003416,TABUNGAN,2771201,0.58,2026-03-12,ACTIVE
ACC0002044,CUST000572,TABUNGAN,5125478,2.63,2022-11-22,DORMANT
ACC0002045,CUST002092,TABUNGAN,9825744,3.33,2024-07-14,ACTIVE
ACC0002046,CUST002315,TABUNGAN,11407436,1.49,2021-08-22,ACTIVE
ACC0002047,CUST004398,DEPOSITO,5916892,4.88,2023-03-17,ACTIVE
ACC0002048,CUST000637,TABUNGAN,4595088,1.08,2023-08-05,ACTIVE
ACC0002049,CUST002670,DEPOSITO,12506301,2.89,2022-10-19,ACTIVE
ACC0002050,CUST000787,TABUNGAN,4274512,2.1,2024-01-09,ACTIVE
ACC0002051,CUST000363,TABUNGAN,4996701,1.7,2024-10-14,ACTIVE
ACC0002052,CUST003500,TABUNGAN,461921,0.81,2023-05-02,ACTIVE
ACC0002053,CUST003266,TABUNGAN,11174648,2.52,2025-07-01,ACTIVE
ACC0002054,CUST003596,TABUNGAN,309708,0.61,2023-11-17,ACTIVE
ACC0002055,CUST004807,TABUNGAN,15386784,2.84,2022-06-23,DORMANT
ACC0002056,CUST001091,TABUNGAN,3204689,2.22,2026-01-19,ACTIVE
ACC0002057,CUST004989,TABUNGAN,2057461,1.11,2024-03-18,ACTIVE
ACC0002058,CUST002459,TABUNGAN,4397080,2.61,2025-11-05,ACTIVE
ACC0002059,CUST000449,TABUNGAN,1222288,2.67,2023-04-15,DORMANT
ACC0002060,CUST001086,TABUNGAN,21027081,1.7,2024-08-24,ACTIVE
ACC0002061,CUST001981,TABUNGAN,849978,0.61,2024-10-09,DORMANT
ACC0002062,CUST004186,DEPOSITO,4507301,2.76,2022-03-12,ACTIVE
ACC0002063,CUST001058,TABUNGAN,12008849,3.49,2021-12-06,ACTIVE
ACC0002064,CUST002753,TABUNGAN,62455878,1.93,2024-11-06,ACTIVE
ACC0002065,CUST003838,DEPOSITO,4147349,5.53,2024-02-10,ACTIVE
ACC0002066,CUST001778,TABUNGAN,6340429,0.64,2024-09-26,ACTIVE
ACC0002067,CUST001508,TABUNGAN,2372776,0.94,2022-05-06,ACTIVE
ACC0002068,CUST004241,TABUNGAN,5084482,1.28,2021-10-02,ACTIVE
ACC0002069,CUST003686,TABUNGAN,5186654,0.93,2022-08-24,ACTIVE
ACC0002070,CUST000735,TABUNGAN,1102121,0.76,2022-05-02,ACTIVE
